followers count,friends count,retweet count,favorite count,polarity,SubjectivityClass
76,51,0,0,0.05000000000000002,1
13976,1181,0,7,0.25,0
60,39,0,0,0.625,1
19235,912,8,11,0.0,0
10750,10775,0,1,0.2857142857142857,1
16,1,1,0,0.45,2
1662,358,6,2,0.0,2
697,1105,0,0,0.0,0
2452,3383,0,0,0.08333333333333333,2
3077,2509,0,0,-0.43333333333333335,2
795,491,4,2,0.0,0
1211,1130,0,3,0.2361111111111111,1
668,389,1,2,0.002777777777777768,0
554,2771,1,5,0.2,1
180,534,0,1,-0.5,1
240,1673,1,1,0.0,0
63620,69670,0,0,-0.07142857142857142,0
3394,504,1,0,-0.15,0
38,287,1,0,0.0,0
2443,997,1,2,-0.006818181818181821,1
132,60,0,0,0.0,0
1540,1682,0,0,0.11666666666666665,0
90,79,0,0,0.26666666666666666,0
1261,1349,0,0,0.0,0
191,158,0,0,0.0,0
145,165,1,0,0.0,2
2566,254,0,0,0.1,0
2032,228,3,0,0.0,0
1816,884,0,1,0.0,2
796,1016,0,0,0.1375,1
820,256,1,0,0.3,2
3655,133,1,1,0.19375,1
147,214,0,0,0.3,0
1779,904,102,106,0.0,0
191,628,0,1,0.0,2
3637,883,0,0,0.1,0
3595,2894,1,1,0.0,0
171,402,0,0,0.0,0
758,809,0,0,-0.053571428571428575,0
191,628,0,1,0.14285714285714285,2
3637,883,0,1,0.0,0
1970,1089,1,6,0.35000000000000003,1
31,87,1,1,-0.2833333333333333,1
5966,4566,7,9,-0.2,0
4,42,0,0,1.0,2
2514,4279,1,1,0.0,0
68950,29686,3,0,0.0,0
1222,75,0,0,-0.033333333333333326,2
91,33,0,0,0.0,0
547,459,0,2,0.625,1
97394,98593,4,5,0.4666666666666667,2
3002,2951,2,1,0.0,0
119,510,0,0,0.5,1
6303,160,1,0,0.0,0
244,338,1,2,0.3111111111111111,1
59648,12847,0,2,0.0,0
11,72,0,0,0.13636363636363635,1
27516,2554,0,8,0.26944444444444443,1
0,37,0,0,0.0,0
525,699,0,0,0.0,0
525,699,0,0,0.0,0
1230,775,0,0,0.25,0
