followers count,friends count,retweet count,favorite count,subjectivity,PolarityClass
1032,1281,0,0,1.0,2
1061,4083,0,1,0.8888888888888888,0
269,123,0,0,0.0,1
605,1382,0,0,0.1,1
92,110,0,1,1.0,2
374,52,0,1,0.7,2
27478,81,0,0,0.06666666666666668,1
18,104,0,6,0.75,2
2987,4967,0,0,0.0,1
2045,377,0,1,0.0,1
146,290,0,1,0.65,2
18,31,4,17,0.8,2
374,52,1,1,0.7,2
21,79,0,0,0.5,0
9,19,0,1,0.0,1
9011,5999,4,6,0.0,1
0,62,0,0,0.8,0
0,1,0,0,0.3104166666666667,1
29252,2902,3,2,0.0,1
528,1292,1,2,0.0,1
355,537,0,1,0.0,1
32,35,0,0,0.4625,2
32,35,0,0,0.4625,2
172,96,0,0,1.0,2
386,745,0,0,0.0,1
110414,973,0,0,0.4,2
16424,11304,0,1,0.8250000000000001,2
1291,3145,0,1,0.0,1
968,1652,0,0,0.6428571428571429,2
156,146,0,0,0.38,1
8,1,1,1,0.5,1
238,174,0,0,0.8666666666666667,1
79079,142,10,13,0.5333333333333333,2
1561,794,7,7,0.0,1
26113,14274,6,6,0.0,1
3537,3474,0,0,0.0,1
897,345,1,1,0.5,2
19842,4592,2,1,0.0,1
9,28,0,0,0.0,1
1574,1660,0,0,0.0,1
12655,212,0,6,0.675,2
12655,212,1,4,0.675,2
2378,2205,1,0,0.4178571428571428,1
1884549,290578,13,24,0.0,1
2278,2378,0,1,0.5,2
8981,1870,0,0,0.0,1
759,556,1,9,0.0,1
164,845,0,1,0.0,1
85,34,0,0,0.0,1
3911,3694,0,0,0.4083333333333334,1
18248,1275,2,5,0.8,2
9208,965,1,2,0.06666666666666668,1
305,1258,2,9,0.5022727272727273,2
2815,909,0,1,0.3553571428571429,1
907,18,1,0,1.0,1
1026,1248,0,4,0.0,1
857,404,0,0,0.3333333333333333,1
2204,2214,0,0,0.0,1
19959,4521,0,2,0.25,1
1601,1152,1,0,0.0,1
1502,5000,0,0,0.3272727272727273,1
21,18,0,0,0.0,1
38,59,0,0,0.45,2
88,165,1,2,0.5772727272727273,1
23,46,0,1,0.35,2
12371,1074,1,0,0.5,2
328,800,0,2,1.0,2
779,169,0,1,0.45,1
646,753,0,0,0.65,2
52,299,1,8,0.3,2
449,569,0,0,0.1,1
208476,1491,75,234,0.6875,1
881,1279,0,1,0.0,1
802,122,4,51,0.0,1
27,36,0,0,0.0,1
48,131,0,0,0.0,1
4359,4169,6,0,0.2,0
10766,690,0,2,0.59375,1
1603,1438,0,0,0.5,2
3242,2535,0,0,0.0,1
3040,998,4,4,0.0,1
31,86,0,1,0.5,1
41,94,2,0,0.0,1
3712,2145,16,2,0.2833333333333333,2
3168,2342,0,0,0.0,1
269,123,0,0,0.0,1
208476,1491,74,303,0.25,2
1261,1349,0,0,0.125,1
8946,3020,6,7,0.565,1
400,379,0,0,0.8,2
200,546,2,9,0.5,2
466,370,0,0,0.6000000000000001,2
2226,471,0,1,0.7,1
1029,804,1,1,0.7,2
27,114,0,0,0.0,1
6815,986,0,0,0.0,1
395,51,7,3,0.5,1
263,171,0,0,0.0,1
5985,6563,0,1,0.0,1
1642,2832,0,5,0.0,1
12371,1074,0,2,0.0,1
269,123,0,0,0.05,1
73326,30369,1,2,0.8333333333333334,2
384,182,0,0,0.0,1
73326,30369,1,2,0.0,1
3285,1760,0,0,0.0,1
563,0,8,4,1.0,2
323,460,0,3,0.125,1
227,971,2,1,0.45,0
57,702,1,1,0.0,1
1464,237,1,4,0.2625,1
24560,1874,0,7,0.4,1
1587,2724,4,1,0.5,0
1051,597,1,1,0.0,1
410,400,12,9,0.3333333333333333,1
3384,4050,0,1,0.3,1
1490,3608,0,3,0.13333333333333333,1
5645,1999,0,2,0.6,2
4,4,0,0,0.125,1
968,1681,14,28,0.6607142857142857,2
2709,3740,0,1,1.0,2
171,473,1,2,0.0,1
47231,4075,6,10,0.0,1
265,332,3,2,0.4235714285714286,2
607,488,1,2,0.0,1
1463,984,5,3,0.5833333333333334,2
5044,5544,0,0,0.4545454545454545,1
3537,3474,0,0,0.4431818181818182,1
24287,45,3,0,0.375,1
1219,1202,9,24,0.0,1
269,123,0,0,0.3,1
13795,8435,0,0,0.0,1
11207,234,1,2,0.4,1
1345,395,4,4,0.0,1
793,537,0,0,0.0,1
1616,480,1,8,0.0,1
1477,3973,0,4,0.0,1
1302,938,0,0,1.0,2
986,167,0,0,0.5,2
986,167,0,0,0.06666666666666668,1
986,167,0,3,0.4545454545454545,1
666,321,1,0,0.0,1
172,94,6,13,0.26666666666666666,1
1854,181,1,2,0.0,1
7,171,0,0,0.0,1
102,281,0,0,0.0,1
91,1122,1,1,0.4545454545454545,1
6815,986,41,78,0.0,1
2961,266,1,0,0.2833333333333333,1
55917,42206,0,0,0.0,1
205,125,0,0,0.6666666666666666,2
18784,5078,1,0,0.5473484848484849,1
528,1254,1,0,0.0,1
2976,81,1,0,0.6,0
376,344,0,0,0.5277777777777778,1
335,852,0,0,0.5277777777777778,1
10694,2084,0,0,0.0,1
1034,944,1,1,0.7041666666666666,0
25708,863,0,3,0.4545454545454545,1
1169,486,2,1,0.3,1
111,466,0,0,0.5,1
162,385,40,55,0.0,1
139,99,0,3,0.3,2
4256,3774,0,1,0.0,1
2017,216,0,0,1.0,1
5031,508,0,2,0.225,1
3361,2171,0,2,0.0,1
2024,1564,1,0,0.375,1
317,535,0,0,0.3348484848484848,1
19609,20907,0,0,0.0,1
162,96,0,0,0.0,1
366,623,2,1,0.0,1
19899,2436,0,0,0.5,2
440,168,0,0,0.4545454545454545,1
326,627,1,0,0.0,1
53,341,1,1,0.0,1
539,1663,0,1,0.0,1
407,1121,0,1,0.06666666666666668,1
3439,3732,0,0,0.0,1
85,333,0,0,0.75,2
438,145,2,3,0.3,1
3711,3266,1,0,0.75,2
19663,2900,4,10,0.5,2
2993,1372,1,4,1.0,1
66,298,0,0,0.26988636363636365,1
46,41,0,0,0.0,1
1300,99,0,1,0.0,1
60,216,0,0,1.0,0
17767,15488,1,0,0.3111111111111111,1
24,39,0,0,0.4,1
104138,47231,0,0,0.4,0
8783,1285,0,2,1.0,1
603,505,0,0,0.0,1
4713,1038,1,1,0.525,2
1349,64,0,0,0.0,1
65,62,0,1,0.0,1
968,1681,5,6,0.75,2
53,91,0,2,0.3181818181818182,1
8448,865,2,6,0.375,1
434,361,0,0,0.25,1
1016,567,0,0,0.9,0
607,231,0,0,0.0,1
107,86,0,0,0.25833333333333336,1
3886,1638,11,11,0.65,1
820,256,4,2,0.0,1
5136,2031,0,0,0.0,1
5985,6563,0,1,0.0,1
187,92,0,1,1.0,1
759,926,0,1,0.13333333333333333,1
5,20,0,0,0.0,1
457,977,0,0,1.0,2
2,12,0,0,1.0,2
110,170,2,0,0.3,1
881,452,0,2,0.7333333333333333,2
3409,3397,0,0,0.0,1
5044,5544,1,0,0.31666666666666665,1
575,922,1,0,0.9,2
2671,777,0,0,0.0,1
10265,3332,1,3,0.5070707070707071,1
5328,1053,0,0,0.5070707070707071,1
4871,651,0,0,0.5070707070707071,1
58,167,0,0,0.0,1
1557229,1268,13,96,0.43333333333333335,1
191,628,0,1,0.5,2
71,366,0,0,0.5,2
1481,594,0,2,0.625,1
563,630,3,1,0.0,1
23715,201,3,3,0.0,1
39149,438,2,1,0.5357142857142857,2
8946,3020,2,6,0.6,1
188,504,0,0,0.375,1
43879,3993,7,8,0.5357142857142857,2
696,2085,1,3,0.5,2
189,143,3,2,0.525,1
1018,449,0,0,0.0,1
12,40,0,0,0.0,1
548,636,1,2,0.0,1
224,89,0,1,0.0,1
84388,105,0,5,0.6625,1
1855,1346,1,0,0.0,1
563,0,2,2,1.0,2
4606,21,0,3,0.7678571428571428,1
648662,309,0,1,0.4,2
211,1169,0,0,0.0,1
576,2356,0,0,0.4,1
12371,1074,0,0,0.5444444444444445,1
174,317,0,1,0.0,1
17767,15488,0,0,0.7,0
3,255,0,0,0.4545454545454545,1
2709,3740,0,0,0.35,2
37439,37961,0,0,0.0,1
5,22,0,0,0.725,1
277,1213,0,0,0.0,1
13,74,0,0,0.0,1
70,19,2,1,0.25,1
12,69,0,0,0.5,2
306,236,0,1,0.35,2
26113,14274,7,7,0.0,1
1737,3495,0,0,0.3515151515151516,1
3929,698,4,22,0.6522727272727273,2
0,0,0,0,0.26666666666666666,1
272,1306,0,0,0.6000000000000001,2
272,1306,0,0,0.6000000000000001,2
43,55,0,0,0.5134199134199134,2
1551967,225821,0,0,0.825,1
45654,4886,6,5,0.0,1
1756,435,0,0,0.45,2
659,1151,0,0,1.0,1
765,603,0,0,0.0,1
1780,396,2,8,0.4523809523809524,1
1030,200,0,1,0.0,1
618,435,2,3,0.0,1
130181,87999,29,39,0.425,1
289,259,0,0,0.05,1
566,10,0,0,0.625,2
306,1715,0,0,0.2333333333333333,2
53,206,1,0,0.75,2
499,38,0,0,0.0,1
5760,940,0,1,0.0,1
496,147,1,5,0.0,1
2492,4995,1,0,0.0,1
2579,2471,4,3,0.25,1
1114,1891,0,0,0.525,1
271,154,0,0,0.5,1
71,38,0,1,0.5,2
347,366,0,0,0.9,1
3,25,0,1,0.0,1
575,239,0,0,0.0,1
129,169,1,1,0.3583333333333333,1
659,652,6,7,0.5714285714285714,2
8946,3020,0,0,0.0,1
1005,221,0,0,0.0,1
34,0,0,0,0.4875,2
9435,761,2,0,0.3875,1
402,788,1,2,0.0,1
414,525,1,1,0.5,2
3168,2342,0,0,0.4,1
395,51,1,1,0.4,1
1582,14,0,0,0.5,2
4,4,0,0,0.05,1
201,217,0,0,0.4,1
8976,9722,1,0,0.0,1
8145,8821,0,0,0.0,1
650,388,0,0,0.0,1
3145,3606,2,1,0.0,1
3774,1462,3,5,0.5,1
4485,5,0,0,1.0,0
423,466,0,0,0.625,1
79,147,0,0,0.0,1
4,4,0,0,0.0,1
900,2555,0,0,0.5,2
1816,884,0,0,0.4545454545454545,1
687,1717,1,4,0.0,1
4,4,0,0,0.0,1
1479,1646,0,1,0.0,1
1165,85,0,0,0.6,2
1101,1905,3,11,0.0,1
194,256,0,1,0.85,0
1139,1165,3,3,0.75,2
16,10,0,0,1.0,1
1238,737,2,2,0.0,1
293,222,4,10,0.55,2
25726,1305,1,3,0.0,1
317,136,3,9,0.0,1
110,170,0,0,0.0,1
124,409,0,0,0.5,2
53,91,0,0,0.37777777777777777,1
16584,5333,0,0,0.6,1
5985,6563,0,1,0.0,1
3537,3474,0,0,0.4431818181818182,1
659,1151,0,0,0.0,1
17664,9972,0,4,0.0,1
11,31,0,0,0.06666666666666668,1
536,1222,0,0,0.2333333333333333,1
72182,541,0,0,0.26666666666666666,1
58586,9972,6,3,0.06666666666666668,1
124,409,0,0,0.5,2
1138,900,0,0,1.0,1
19842,4592,4,2,0.25,1
2,23,0,0,0.5,1
5383,444,1,1,0.0,1
552,196,2,4,0.0,1
4,4,0,0,1.0,2
4,4,0,0,0.0,1
4,4,0,0,0.0,1
4,4,0,0,0.6428571428571429,2
3063,989,5,4,0.0,1
48592,1602,0,2,0.75,2
1754,1524,0,0,0.25,1
27348,67,0,1,0.4666666666666667,2
12371,1074,0,0,0.0,1
7438,5943,1,1,0.5,2
811,893,3,4,0.55,2
96822,68999,0,0,0.0,1
875,115,0,0,0.0,1
169,778,0,0,0.18333333333333326,1
5608,526,0,0,0.0,1
971,874,0,1,0.5,2
58586,9972,5,3,0.4545454545454545,1
2321,1088,0,2,0.0,1
820,256,0,0,0.05,1
187,1084,3,3,0.3,1
2709,3740,2,1,0.55,2
187,1084,3,2,0.0,1
17767,15488,3,1,0.5,2
3578,2029,0,6,0.625,2
23528,2001,0,4,0.55,2
302,241,0,0,1.0,1
171,270,0,0,0.7777777777777777,1
213,261,0,0,0.6666666666666666,1
421,670,0,1,0.0,1
1255,1533,0,0,0.0,1
773,669,0,1,0.0,1
90,390,0,0,0.0,1
1197,1115,0,0,0.3,1
26,313,0,1,0.4,2
3537,3474,0,0,0.8333333333333334,2
1723,1913,2,3,0.125,1
37518,134,1,2,0.0,1
1988,4676,0,1,0.5,2
649,1663,0,0,0.7,0
1419,1707,0,0,0.65,2
4,4,0,0,0.3333333333333333,1
20,70,0,0,0.22083333333333333,1
4,4,0,0,0.5,2
4,4,0,0,0.0,1
147302,1041,0,0,0.0,1
3242,2535,2,1,0.4545454545454545,1
9,22,0,0,0.5,1
10265,3332,0,0,0.0,1
4871,651,0,0,0.0,1
110,170,0,0,0.7375,2
1785,1597,2,1,1.0,2
51431,39968,1,6,0.0,1
2226,997,0,1,0.7214285714285713,1
66,0,0,1,0.0,1
9,22,0,0,0.8333333333333334,2
20964,15868,8,5,0.0,1
66,0,0,0,0.0,1
79079,142,0,1,0.4,1
1043,658,0,1,0.0,1
36986,873,5,14,0.40303030303030296,1
3394,504,3,0,0.2833333333333333,1
170,183,0,0,0.0,1
26435,3857,33,95,0.0,1
74,61,1,1,0.0,1
1580,3578,0,0,0.9,2
593,672,0,0,0.4666666666666666,2
163,528,0,0,0.0,1
34,34,0,0,0.0,1
2640,1346,0,1,0.1875,1
711,105,0,0,0.31785714285714284,1
4400,828,3,3,0.0,1
219,1432,0,1,0.5,2
373,416,0,0,0.5714285714285714,2
41820,11798,0,0,0.2,2
124,409,0,0,0.5,2
57,26,2,0,0.0,1
2002,3317,2,7,0.30000000000000004,1
91,33,0,0,0.75,1
1323,1421,0,0,0.5399999999999999,1
536,1222,0,0,0.0,1
328,316,0,1,0.2446428571428572,1
466,1873,3,0,0.3,0
80,758,0,0,0.0,1
34,80,1,0,0.3333333333333333,1
450,1125,1,2,0.2333333333333333,1
966,1422,9,3,0.45,2
3844,3367,1,0,0.7,0
4,4,0,0,0.1,1
4,4,0,0,0.0,1
4,4,0,0,0.1,1
4,4,0,0,0.4,2
4,4,0,0,0.0,1
4,4,0,0,0.0,1
201,104,1,12,0.0,1
74,201,0,0,0.25,2
219,1432,0,0,0.75,1
105,1052,0,1,0.0,1
903,479,0,0,0.0,1
5328,1053,1,0,0.0,1
395,1256,0,0,0.0,1
371,600,1,7,0.0,1
2315,225,0,0,0.0,1
1043,658,1,0,0.475,1
53,341,0,0,0.2272727272727273,1
34132,2271,1,3,0.1,1
434,666,0,0,0.0,1
1050,534,1,3,0.9,2
14370,6119,3,6,0.0,1
5985,6563,0,1,1.0,2
34132,2271,3,9,0.5,2
522,1796,0,0,0.0,1
3537,3474,1,0,0.8333333333333334,2
458,114,0,0,0.31666666666666665,1
2429,686,5,8,0.0,1
86,1502,0,0,0.2,1
14370,6119,5,3,0.15555555555555556,1
72,385,0,1,0.0,1
780,29,0,0,1.0,1
5667,944,4,2,0.0,1
442,152,0,0,0.6875,0
540,191,0,0,0.0,1
326,1286,0,0,0.3,1
195,28,0,0,0.5,1
5044,5544,0,0,0.4545454545454545,1
2044,1803,1,5,0.75,2
781,284,0,1,0.6428571428571429,2
3242,2535,4,3,0.06666666666666668,1
2834,1206,0,0,0.325,1
968,597,1,1,0.1,1
16,186,0,0,0.5,2
1444,2304,0,0,1.0,1
145,295,0,0,0.2333333333333333,2
417,157,0,1,0.0,1
7293,1163,0,1,0.3,1
1471,2850,0,0,0.0,1
1623,1530,2,0,0.3,1
7554,966,2,3,0.3,1
4,4,0,0,0.6,1
4,4,0,0,0.0,1
4,4,0,0,0.4545454545454545,1
4,4,0,0,0.0,1
802,860,0,0,0.0,1
7276,6062,0,1,0.4,1
48592,1602,0,3,1.0,2
143,348,17,39,0.0,1
3242,2535,2,2,0.0,1
1504,664,1,0,0.0,1
1190,430,1,1,0.1,1
19,42,1,0,0.5522727272727272,1
1533,431,0,0,0.0,1
4871,651,0,0,0.9,1
10265,3332,0,0,0.9,1
5328,1053,0,0,0.9,1
995,265,0,0,0.0,1
802,860,0,0,0.0,1
458,114,0,0,0.0,1
168,39,0,1,0.0,1
74,46,1,2,0.0,1
6927,7284,2,7,0.0,1
2,35,0,3,0.7125,1
1608,936,0,0,0.4,2
212,195,0,1,0.3333333333333333,1
1080,3223,0,0,0.0,1
804,857,0,7,0.4444444444444444,2
2882,3611,0,4,0.125,1
879,1604,4,1,0.0,1
2235,1199,0,0,0.4199999999999999,1
42,60,3,6,0.0,1
50,153,0,0,0.7,0
723,401,0,0,0.3333333333333333,1
45,25,0,0,0.2,2
1504,152,0,1,0.3333333333333333,2
62,287,0,0,0.5,2
62,287,0,0,0.25,0
702,133,0,0,0.0,1
14602,1062,0,0,0.0,1
6303,160,0,0,0.0,1
334,757,2,7,0.5,2
4,4,0,0,0.0,1
173,136,1,0,0.375,1
4,4,0,0,0.2,2
4,4,0,0,0.25,2
4,4,0,0,0.45,1
37883,36102,0,0,0.5,2
6488,1589,0,3,0.0,1
7649,13,0,2,0.0,1
718,97,1,3,0.25,2
3242,2535,2,3,0.5,2
124,409,0,0,0.0,1
5389,5927,12,8,0.0,1
2542,2732,6,4,0.0,1
45172,32,0,0,0.5399999999999999,1
124,570,0,1,0.5,1
47,305,0,0,0.5,2
204,87,0,0,0.0,1
47,305,0,1,0.5,2
2,0,0,0,0.5944444444444444,2
18368,262,0,0,0.2,2
161025,93873,0,0,0.9,2
1888,682,0,1,1.0,1
115,99,0,0,0.0,1
429,303,1,2,0.0,1
1361,678,0,0,0.0,1
2396,1177,7,8,0.0,1
9344,477,4,4,0.0,1
896,530,0,1,0.5357142857142857,2
820,256,2,0,0.0,1
3349,1926,0,2,0.6833333333333332,1
41820,11798,0,0,0.4545454545454545,1
2227,11,1,1,0.0,1
1,7,0,0,0.22083333333333333,1
1,7,0,1,0.2833333333333333,1
5769,755,13,11,0.4,1
6890,6390,0,0,0.75,2
395,657,0,0,0.0,1
58,117,0,0,0.5,2
299,388,0,0,0.4545454545454545,1
53,91,0,1,0.3333333333333333,2
24797,1151,0,1,0.4272727272727273,1
629,1018,3,0,1.0,1
45,53,0,0,0.6428571428571429,2
2557,169,22,35,0.825,2
345,1827,0,1,1.0,0
59648,12847,0,1,0.3333333333333333,1
79079,142,6,6,0.4,1
20,53,1,2,0.35,1
192,397,0,2,0.55,0
955,869,0,3,0.2125,1
2111388,188,29,96,0.0,1
2423,54,7,3,0.0,1
19761,1888,1,7,0.0,1
1121,567,0,0,0.0,1
313,213,0,0,0.3151515151515151,1
830,228,0,0,0.0,1
56,121,0,0,0.25,1
64,3,0,1,0.0,1
8,51,0,0,0.0,1
39413,872,1,1,0.0,1
458,2782,0,0,0.15,1
1659,483,0,0,0.5378472222222223,1
666,280,0,1,0.7250000000000001,2
733,54,0,0,0.1,1
1033,3,0,0,0.0,1
2116,142,0,0,0.9,2
1327,1723,0,0,0.5,2
20,4,12,7,1.0,1
1727,210,4,5,0.5,2
20,4,14,7,0.75,2
762,1953,0,0,0.0,1
124974,1110,5,7,0.0,1
6644,3496,4,8,0.9,0
787,27,0,0,0.0,1
69,86,5,3,0.0,1
2989,320,0,0,0.0,1
103377,14992,13,9,0.0,1
2150,453,7,7,0.3,1
9243,2134,0,0,0.0,1
2883,1,5,1,0.3857142857142857,2
4633,163,2,1,0.0,1
1165,4669,4,5,0.0,1
90,2,0,0,0.0,1
19609,20907,1,2,0.0,1
760,831,0,0,0.0,1
248,191,0,0,0.8333333333333334,2
19609,20907,1,1,0.15555555555555556,1
19609,20907,1,1,0.0,1
6,35,0,0,0.5,2
483,274,1,0,0.0,1
29,266,0,0,0.0,1
8,30,0,0,1.0,2
17,13,6,1,0.2,2
2076,379,0,0,0.0,1
10,554,0,0,0.0,1
2375,2242,4,0,0.6888888888888891,1
2034309,10980,7,33,0.4583333333333333,1
359,233,1,0,0.4,1
2340,416,0,1,0.65,1
1,0,0,0,0.3,1
28,270,0,0,0.5833333333333333,2
17767,15488,6,3,0.5,2
525,699,0,3,0.2,1
525,699,0,5,0.2,1
525,699,0,1,0.2,1
525,699,0,0,0.4,1
525,699,1,2,0.0,1
525,699,0,1,0.2,1
182,196,0,1,0.0,1
4482,2904,1,8,0.6,2
133037,100,0,0,0.0,1
4546,926,0,5,0.4,2
525,699,0,1,0.4,1
182,176,0,0,0.5,2
1053,83,0,2,0.3,1
98,813,0,0,0.0,1
427,858,0,0,0.0,1
617,679,1,1,0.35714285714285715,1
216,193,0,0,0.32857142857142857,1
10697,9580,1,0,0.4545454545454545,1
537,1187,0,0,0.5,1
163,1,0,0,0.0,1
5087,276,0,0,0.0,1
228,95,0,0,0.0,1
3473,3587,4,3,0.75,1
138,307,0,3,0.5,1
521,656,0,7,0.0,1
28,253,0,0,0.5,2
1033,3,0,0,0.0,1
8145,8821,0,0,0.5,2
8976,9722,0,0,0.5,2
771,18,0,0,0.0,1
60,433,0,0,0.4146825396825397,1
950,1009,0,2,0.75,1
23225,755,7,11,0.5,0
214,1461,0,3,0.5,2
214,1461,1,2,0.5,2
8199,7639,1,2,0.0,1
30,178,0,0,0.3875,1
2895,1382,0,0,0.2,2
12101,1640,6,0,0.125,1
3307,430,0,1,0.0,1
493,514,0,0,0.5,1
400,420,0,2,0.0,1
97394,98593,0,0,0.16666666666666666,1
6233,1105,1,4,0.8,2
6533,7185,0,0,0.625,2
604,359,0,0,0.2333333333333333,1
15130,1514,2,4,0.45,2
891,152,1,0,0.06666666666666668,1
1194,1121,0,1,1.0,2
2013,156,1,0,0.0,1
572,1710,0,1,0.175,1
56725,698,0,8,0.5,1
2,4,0,0,0.0,1
1858,48,0,0,0.45,2
40,119,0,0,0.5,2
1095,791,0,0,0.49375,1
751,458,0,0,0.0,1
886,59,0,0,0.4545454545454545,1
1723,4254,0,4,0.5,2
987,148,0,0,0.0,1
1187,1853,0,0,0.475,2
17459,1457,0,1,0.2272727272727273,1
4442,3120,1,1,1.0,2
388,704,2,0,0.0,1
4819,254,2,0,0.0,1
5136,2031,1,1,0.0,1
72,281,0,0,0.4545454545454545,1
850,3332,1,1,0.25,1
4606,830,0,1,0.0,1
5,49,0,0,0.5,2
924,875,0,1,0.9,0
16,186,0,0,0.5,2
868,638,0,0,0.0,1
233,1618,1,1,0.0,1
182,1158,0,0,0.0,1
3247,5001,1,2,0.75,2
1621,2146,0,1,0.5042424242424242,2
8,5,0,1,0.0,1
27744,9852,0,0,0.7,2
3727,4658,0,0,0.1875,1
695,721,0,6,0.30000000000000004,2
788,422,0,6,0.0,1
58,117,0,2,0.4,2
676,574,0,0,0.4,2
695,746,0,0,0.0,1
17496,6592,1,2,0.8,2
51431,39968,0,3,0.0,1
46,147,0,0,0.53125,0
12371,1074,0,0,0.5,1
586,456,0,0,0.0,1
129,213,0,0,0.0,1
5343,4046,1,8,0.5,2
2829,2287,0,2,0.0,1
755,890,0,0,0.0,1
3,168,1,1,0.3,2
232,666,0,0,0.3625,2
550,345,0,0,0.0,1
10,287,0,0,0.2,0
3558,2397,0,0,0.25,0
4067,4359,0,2,0.0,1
1145,841,26,25,0.0,1
3,9,0,1,0.4055555555555556,1
161025,93873,0,0,1.0,1
281,788,0,0,0.17142857142857146,1
676069,987,34,107,0.1,1
4930,1978,0,0,0.0,1
2334,1559,0,3,0.8,2
15,277,0,0,0.3,1
1127,753,0,1,0.4,2
31,36,0,0,0.0,1
76,40,0,0,0.4047619047619048,0
3498,538,0,1,1.0,2
2075,320,0,0,0.0,1
2165,1424,0,1,0.375,1
4450,2439,0,0,0.0,1
61131,2011,6,11,0.5,0
203,342,0,0,0.4180555555555556,0
593,2445,0,1,0.75,2
500,453,55,18,0.0,1
1515,977,0,1,0.5666666666666667,2
352,327,1,1,0.0,1
1205,286,1,3,0.6000000000000001,2
6264,323,26,84,0.0,1
84,76,0,1,0.25,1
51431,39968,4,5,0.9,0
532,924,0,0,0.16666666666666666,1
7285,2916,0,2,0.5,2
4147,1107,2,2,1.0,2
3715,4156,0,2,0.38857142857142857,1
115,389,0,0,0.5,1
905,427,0,0,0.5,1
344,1196,0,0,0.6,2
3482,874,0,0,0.0,1
1820,1056,0,1,0.0,1
89,369,0,0,0.2833333333333333,1
4274,1983,2,11,0.4,2
189,367,0,0,0.35,1
37,84,0,0,0.2,2
31,36,1,0,0.3,1
69,116,0,1,0.3,1
2387,1825,0,0,0.0,1
6339,7211,0,0,0.5625,2
1412,3942,0,0,0.0,1
4581,1990,5,2,0.375,1
17496,6592,2,2,0.0,1
6080,4941,0,1,0.45,2
167,457,0,2,0.4,1
8976,9722,1,1,0.0,1
8145,8821,0,0,0.0,1
49,673,0,0,0.0,1
127,293,0,0,0.0,1
0,4,0,0,0.0,1
1391,1326,4,0,0.0,1
1565,338,1,0,0.0,1
1515,977,0,5,0.5166666666666666,2
5387,5624,0,0,0.0,1
51431,39968,1,4,0.32142857142857145,1
1552,195,1,4,1.0,0
1087,3074,0,0,0.0,1
30,34,0,10,0.2,2
29622,2934,39,54,0.5,1
23,248,1,3,0.8181818181818182,2
2855,1744,1,16,0.0,1
224,244,3,0,0.0,1
4,13,0,0,0.6,2
9104,4365,5,5,0.0,1
2281,1778,0,0,0.5,2
16,10,0,0,0.2,1
258,246,5,3,0.55,1
17767,15488,0,0,0.5,2
29622,2934,37,88,0.6,2
2751,906,0,1,0.35,2
210,102,0,3,0.75,2
32596,43,0,0,0.3,2
190,305,1,1,0.4583333333333333,1
14790,302,0,0,0.2111111111111111,1
32596,43,0,0,0.3,2
1677,197,0,0,0.5,2
172,124,0,0,0.0,1
760068,2936,0,3,0.0,1
51431,39968,0,2,0.0,1
2667,2577,0,1,0.2888888888888889,1
1421,543,38,45,0.8,2
4832,4474,0,2,0.5,1
24338,959,0,0,0.0,1
168,396,0,3,0.7833333333333333,1
32926,7328,1,2,0.2,1
8876,5134,1,0,0.35,1
34609,1043,5,4,0.0,1
468,593,1,0,0.6,2
3498,538,0,4,0.75,2
45,11,0,45,0.5,2
50,126,0,1,0.4545454545454545,1
2928,1411,0,0,0.0,1
30,31,0,0,0.0,1
47082,425,25,64,1.0,2
462,76,0,0,0.3,0
65379,1601,30,52,0.3,0
151,157,0,1,0.4545454545454545,1
95,255,0,0,0.0,1
2925,2394,1,0,0.9,2
79079,142,1,1,0.0,1
312,93,1,8,0.0,1
762,1630,2,7,0.0,1
3182,583,0,2,0.06666666666666668,1
122,205,0,3,0.0,1
144,115,0,0,0.0,1
283,162,0,2,0.6916666666666667,1
148,231,1,1,0.0,1
263,133,0,1,0.45,2
84,324,1,1,0.4545454545454545,1
13,26,0,0,0.0,1
4180,1102,0,1,0.5606060606060606,1
11,140,0,0,0.25555555555555554,1
89,418,0,0,0.525,2
3242,2535,0,0,0.0,1
1432,2156,0,0,0.0,1
7152,5269,3,5,0.0,1
21503,93,0,0,0.0,1
37791,2088,0,1,0.6,2
77,222,0,0,0.0,1
1816,884,0,0,0.4375,2
1,7,0,0,0.5,2
5937,1196,2,2,0.0,1
99815,2910,12,13,0.5083333333333333,1
32596,43,0,0,0.3,2
2707,1000,1,0,0.3772727272727273,1
3886,1638,51,87,0.0,1
1432,2156,0,1,0.15555555555555556,1
17767,15488,0,1,0.45,2
4415,3244,2,2,0.5,2
1373,3394,0,1,0.0,0
223,585,0,0,0.4545454545454545,1
12371,1074,1,1,0.0,1
410,400,2,2,1.0,2
1595,614,2,2,0.0,1
5182,5844,0,0,0.0,1
1432,2156,0,0,0.0,1
128,70,3,3,0.4545454545454545,1
19,73,1,1,1.0,2
3016,4,1,3,0.6,1
171911,3616,0,3,0.3125,1
890,25,0,0,0.0,1
1222,337,0,2,0.25,2
46,102,1,0,0.0,1
1,72,0,0,0.30000000000000004,2
51431,39968,0,1,0.4666666666666666,2
1193,2326,5,2,0.9,2
27,39,0,0,0.2333333333333333,1
33,426,0,1,0.1,1
538,989,0,1,0.5,2
305,494,0,0,0.5944444444444444,0
1763,736,12,25,0.3,2
353,941,1,2,0.3,2
48,48,1,2,0.475,2
358,293,0,0,0.0,1
938,227,2,9,0.475,2
145,165,1,0,0.65,2
