followers count,friends count,retweet count,favorite count,subjectivity,PolarityClass
3537,3474,1,0,0.4431818181818182,1
6644,2903,2,1,0.75,2
1227,1414,0,0,0.3,1
1227,1414,1,4,0.5,2
10,29,0,1,0.75,2
3182,4190,0,2,0.0,1
71,369,0,0,0.0,1
6644,2903,1,0,0.0,1
6644,2903,0,0,0.25,1
649,620,0,5,0.0,1
1732,871,1,0,0.6,2
318598,10032,0,0,0.3875,1
8145,8821,0,0,0.5,1
252,222,1,3,0.5,2
255,1801,0,3,0.0,1
6,13,10,6,0.75,2
971,874,3,0,0.0,1
716,82,0,0,0.0,1
6,13,10,5,1.0,1
1516,167,0,1,0.0,1
138,51,0,0,0.175,1
209,194,0,0,0.3,0
4,4,0,0,0.6111111111111112,2
4,4,0,0,0.0,1
4,4,0,0,0.0,1
4,4,0,0,0.0,1
4,4,0,0,0.0,1
4,4,0,0,0.0,1
748,1253,0,0,0.3,1
223,359,0,0,0.0,1
1768,973,0,1,0.16666666666666666,1
640,1652,2,4,0.1625,1
2044,1803,3,4,0.0,1
2231,4940,0,0,0.26666666666666666,1
0,148,0,0,0.0,1
16,13,9,3,0.5146666666666666,2
206,443,3,7,0.0,1
21,22,1,3,0.0,1
854,778,0,1,0.0,1
2146,602,0,0,0.0,1
8145,8821,0,0,0.7,0
4182,3440,0,4,0.0,1
37,223,0,0,0.0,1
26113,14274,12,10,0.0,1
1140,425,0,0,0.4,2
1056,1295,1,2,0.9,1
9,81,0,1,0.0,1
104,948,0,0,0.0,1
95,987,0,0,0.0,1
16,10,0,0,0.0,1
39155,38376,0,0,0.0,1
2574,439,0,0,0.25,1
363,248,4,5,0.3,1
2441,931,1,1,0.7714285714285715,2
53186,49841,3,7,0.3,2
143,51,0,0,0.8888888888888888,2
3537,3474,0,0,0.8333333333333334,2
224,227,0,0,0.7,2
946,2735,0,0,0.0,1
8751,2895,1,0,0.5,1
8976,9722,1,1,0.3,0
8145,8821,0,0,0.3,0
268,94,0,0,0.0,1
37518,134,4,21,0.20000000000000004,1
189,367,0,0,0.75,2
12371,1074,2,2,0.3375,1
84443,59461,2,1,0.0,1
688,1367,0,0,0.1,1
119,495,0,0,1.0,2
1285,1994,0,0,0.3,2
48298,6751,12,12,0.875,1
4,4,0,0,0.0,1
4,4,0,0,0.0,1
4,4,0,0,0.4545454545454545,1
4,4,0,0,0.9,2
4,4,0,0,0.0,1
28999,3853,0,7,0.0,1
2971,79,3,2,0.1,1
1909,2529,0,0,0.375,1
54,41,0,0,0.0,1
1862,1497,0,0,0.5,0
860,83,0,0,0.6833333333333333,1
2171,1534,1,0,0.0,1
4313,821,0,6,0.0,1
48,116,1,0,0.5833333333333333,0
2969,4742,0,0,0.2,1
4313,821,5,7,0.5,2
820,256,0,0,0.8,2
33,151,0,0,0.0,1
73,54,3,3,0.6,2
126,459,3,5,0.3,1
3002,2951,2,1,0.0,1
1255,43,0,0,0.0,1
563,0,1,2,0.5,2
671,426,0,0,0.0,1
1966,2900,0,0,0.4,0
32,337,0,3,0.0,1
329,1101,3,1,0.0,1
4479,3575,0,1,0.0,1
115,452,0,0,0.43333333333333335,1
2828,396,3,4,0.0,1
26181,1720,1,4,0.5,1
34,0,0,0,0.3,2
232,715,0,0,0.16666666666666666,1
624,131,0,1,0.95,0
45697,1274,0,0,0.4,1
2883,1,1,0,0.3857142857142857,2
19609,20907,0,0,0.0,1
1562,182,1,0,0.5,1
457,0,0,0,0.1,1
1792,1787,2,1,0.5,1
3375,1000,3,2,0.0,1
1155,316,2,0,0.5,2
221,668,0,1,0.25,1
3361,1882,0,3,0.0,1
190,205,1,0,1.0,2
50882,3089,2,1,0.4545454545454545,1
4,4,0,0,0.0,1
4,4,0,0,0.0,1
1002,797,0,0,0.25,1
561,583,0,0,0.2,2
0,5,0,0,0.5,2
138,146,0,0,0.25,2
882,3731,0,1,0.0,1
207,165,0,0,0.4545454545454545,1
52,299,2,11,0.15,1
3242,2535,1,1,0.4291666666666665,1
6,132,0,0,0.2,1
130,180,0,5,0.0,1
4491,2063,0,2,0.5,2
1228,3233,0,0,0.0,1
861807,238,0,1,0.0,1
6843,7042,0,0,0.0,1
21,110,1,0,0.1,1
19,34,1,1,0.17857142857142858,1
34871,9781,0,1,0.0,1
224,215,1,5,0.0,1
2384,2219,1,0,0.2,1
23271,369,12,14,0.5,2
132,54,0,1,0.2,1
784,959,0,0,0.0,1
6303,160,0,0,0.5,1
1910,390,2,5,0.05,1
218,360,0,0,0.0,1
3537,3474,0,0,0.8333333333333334,2
5087,276,0,0,0.0,1
6,29,0,1,0.26666666666666666,1
25,96,0,0,0.3,1
33632,1415,360,941,0.45,0
13433,510,1,4,0.3333333333333333,2
124,409,0,0,0.5,2
1124,721,0,1,0.0,1
5044,5544,0,1,0.4545454545454545,1
78618,86474,0,1,0.6,2
12655,7873,0,0,0.0,1
30,46,2,3,0.4375,1
23953,2048,1,3,1.0,1
574,1110,0,0,0.0,1
4,4,0,0,0.5,2
4,4,0,0,0.0,1
4,4,0,0,0.0,1
4,4,0,0,0.0,1
4,4,0,0,0.8333333333333334,2
272,1306,0,0,0.6000000000000001,2
59,630,0,2,0.16666666666666666,1
49,114,1,2,0.5,1
802,860,0,0,0.5,2
1586,1505,0,0,0.4,2
238,325,0,0,0.5,2
18911,1141,0,0,0.0,1
1341,1562,9,10,0.55,2
79079,142,1,2,0.4,1
2220,2358,3,5,0.875,2
22518,1034,4,7,0.0,1
3242,2535,1,0,0.43,1
721,746,1,1,0.2,2
1370,347,0,0,0.0,1
272,1306,0,0,0.6000000000000001,2
6475,302,1,0,0.4166666666666666,1
195177,18869,0,0,0.0,1
7244,246,1,5,0.25,2
900,4887,0,0,0.0,1
6264,62,0,0,0.0,1
563,0,13,5,0.5,2
2456,3339,0,0,0.625,1
26,0,0,0,0.0,1
232,322,0,3,1.0,0
802,860,0,0,0.2222222222222222,1
458,114,0,0,0.0,1
95,244,3,6,0.03333333333333333,1
4586,804,0,1,0.4,1
557,398,0,0,0.1,1
2116,142,0,0,0.9,2
29006,1303,0,0,0.0,1
6990,2925,2,4,0.03333333333333333,1
519,224,4,4,0.5,2
29,35,0,1,0.7000000000000001,2
30921,2859,0,0,0.0,1
30921,2859,0,0,0.0,1
1127,983,0,0,0.0,1
1022,4876,1,2,0.0,1
56865,49918,7,7,0.875,1
272,1306,0,0,0.6000000000000001,2
85,52,0,0,0.0,1
12140,190,0,0,0.0,1
38657,999,4,5,0.0,1
746,1334,0,0,0.0,1
796,660,1,1,0.4,1
7978,189,0,0,0.0,1
820,256,3,0,0.06666666666666668,1
602504,162224,0,0,0.0,1
177,447,0,0,0.3277777777777778,1
71,166,0,0,0.0,1
0,0,0,0,0.0,1
62,287,0,0,0.0,1
1905,2292,0,0,0.0,1
833,925,0,0,0.6666666666666667,1
833,925,0,0,0.0,1
833,925,0,0,0.31666666666666665,1
2621,757,0,1,0.2272727272727273,1
2991,1730,0,0,0.275,1
5287,2050,1,3,0.0,1
4,4,0,0,0.0,1
58883,11368,0,0,0.8,2
4,4,0,0,0.0,1
4,4,0,0,0.5,2
4,4,0,0,0.5,1
4875,311,0,0,0.5111111111111111,1
12655,7873,1,3,0.0,1
858,1059,0,0,0.0,1
77,91,0,0,0.0,1
134,5,0,0,0.4,0
46,148,0,1,0.5777777777777778,2
1376,1154,0,1,0.5,2
5,113,0,0,0.0,1
187,72,1,0,0.5,2
41421,4,0,0,0.9,2
339421,12,2,20,0.4545454545454545,1
359,2507,0,1,0.5,2
464,1167,2,1,0.0,1
2,349,0,1,0.1,1
4804,4688,1,2,0.25,1
66,56,1,1,0.35,0
519,607,0,0,0.0,1
53,918,0,0,0.0,1
18431,142,0,2,0.4,1
43,32,0,0,0.0,1
15,12,4,1,0.5146666666666666,2
7675,7096,0,0,0.0,1
35,501,0,0,0.0,1
3381,546,1,15,0.0,1
1298,1786,0,0,0.6375,2
645,399,1,2,0.0,1
8,5,0,0,0.0,1
486658,32,0,1,0.5083333333333333,2
0,1,0,0,0.0,1
0,1,0,0,0.0,1
972,388,2,7,0.4545454545454545,1
967,1702,0,1,0.0,1
8,51,0,2,0.0,1
13,54,0,0,0.0,1
7800,964,0,0,0.5,1
14590,277,0,0,0.0,1
42,77,0,0,0.4292929292929293,1
3260,1427,0,0,0.3,1
334,502,0,0,0.45,1
334,502,0,0,0.0,1
242,363,0,2,0.7,2
154,192,0,0,0.0,1
308,655,0,0,0.4666666666666666,2
6330,2628,0,1,0.5,1
40,138,0,0,0.3515151515151516,1
266,2,0,0,0.0,1
150,214,3,6,0.5,1
162,81,29,17,0.0,1
2653,1201,0,0,0.0,1
124,61,0,0,0.5,2
7068,5445,0,0,0.0,1
34,217,0,0,0.5833333333333333,2
494,63,0,0,0.0,1
656,244,0,1,0.0,1
31,108,0,0,0.6,2
214,1461,0,2,0.8333333333333334,2
1600,2117,1,7,0.1,1
214,1461,0,2,0.1,2
1663,752,5,5,0.5,1
102861,2941,0,0,0.0,1
2130,4991,1,1,0.9,0
233486,183038,9,9,0.8500000000000001,2
109,199,0,0,0.0,1
53,91,0,0,1.0,1
47,171,3,0,0.13333333333333333,1
617,1868,0,1,0.3,1
905,977,0,0,0.5,2
127,1179,0,0,0.5833333333333333,2
65549,89,1,5,0.45,0
10779,161,0,1,0.0,1
10779,161,1,4,0.0,1
525,699,0,3,0.4,1
525,699,0,0,0.4,1
525,699,0,1,0.4,1
2130,4991,0,1,0.5,2
253,216,0,2,0.5,1
3100,4774,0,0,0.5,2
525,699,1,2,0.30000000000000004,1
525,699,0,1,0.4,1
525,699,0,1,0.30000000000000004,1
525,699,0,3,0.0,1
17,80,0,0,0.2888888888888889,1
45503,545,0,0,0.0,1
6,37,0,0,0.5833333333333333,2
134,220,0,2,0.1,1
267,873,1,1,0.0,1
97394,98593,1,5,0.5,2
93,28,0,0,0.0,1
21086,639,0,0,0.0,1
11466,10462,0,0,0.4,2
2052465,157,5,11,0.6333333333333333,1
1645,1755,0,7,0.8055555555555555,2
61,445,0,0,0.5,2
3534,2990,6,29,0.25833333333333336,2
24,98,0,0,0.8333333333333334,0
303,46,3,4,0.3214285714285714,1
177,521,0,0,1.0,0
539,3478,0,0,0.5,2
83,341,0,1,0.125,1
3,17,0,0,1.0,2
3558,2397,0,0,0.0,1
539,3478,0,1,0.5,2
131,267,0,0,0.6666666666666666,2
509,384,0,4,0.8,1
922,1741,0,3,0.2,2
1111,1313,0,1,0.0,1
115,630,0,0,0.31785714285714284,1
0,1,0,0,0.0,1
166,300,3,3,0.5399999999999999,1
61,899,0,0,0.14166666666666666,1
5777,4,0,0,0.0625,1
914,1793,0,0,0.3729166666666667,1
3703,3704,0,2,0.0,1
19,51,0,0,0.0,1
77,199,0,0,0.0625,1
39116,536,1,0,0.0,1
220091,2478,1,0,0.0,1
1590,374,0,1,0.0,1
3394,504,2,3,0.2833333333333333,1
15111,851,0,0,0.6428571428571429,2
275,248,0,2,0.0,1
276,494,0,2,0.0,1
161025,93873,0,0,0.0,1
823,1589,0,0,0.5,0
13019,1167,2,4,0.0,1
250,489,0,0,0.0,1
26113,14274,9,9,0.1875,1
962,1476,1,0,0.5,2
823,1589,0,0,0.0,1
34,124,0,0,0.0,1
203,342,0,0,0.5,2
284,247,0,2,0.55,2
51431,39968,9,16,0.0,1
39,22,0,0,0.0,1
168,1046,0,0,0.0,1
43,55,1,0,0.0,1
1660,2177,0,0,0.0,1
269,150,2,0,0.0,1
16583,15190,1,2,1.0,1
30266,18008,0,0,0.25,1
66,208,0,0,0.1,1
2247,664,0,1,0.0,1
25350,12832,0,0,0.0,1
129,465,1,2,0.6452380952380952,1
38537,3913,0,1,0.0,1
5388,422,2,5,0.0,1
112512,946,13,93,0.3333333333333333,1
68950,29686,0,0,0.5,2
3263,4779,0,1,0.5666666666666668,2
93,688,0,0,0.0,1
102400,65307,13,8,0.3181818181818182,2
232,486,0,1,0.0,1
1104,607,0,1,0.30000000000000004,2
240,1673,0,1,0.0,1
1095,1872,0,1,0.0,1
88,165,0,0,0.5772727272727273,1
8587,3705,0,0,0.0,1
121,351,0,1,0.08333333333333334,1
775,2984,0,0,0.0,1
2492,4995,1,1,0.0,1
41031,518,0,1,0.0,1
151,470,0,1,0.0,1
240,1673,0,1,0.0,1
4137,3445,0,0,0.25,1
240,1673,0,0,0.55,2
301,237,2,1,0.3,0
759,738,0,0,0.5,2
194,89,0,0,1.0,2
16588,1278,0,0,0.4848484848484849,1
20542,62,0,0,0.0,1
1231,248,0,0,0.4166666666666666,1
534,680,0,0,0.0,1
123,57,1,3,0.0,1
88,42,0,4,0.4833333333333333,2
1314,4931,0,1,0.3,1
61,383,0,0,0.0,1
1004,200,3,9,0.0,1
502,970,0,1,0.635,2
6760,7481,0,0,0.0,1
26113,14274,9,5,0.3,1
1495,172,0,0,0.4545454545454545,1
61,383,0,0,0.0,1
4713,1038,0,4,0.0,1
883,759,0,0,0.0,1
1070,1032,0,0,0.0,1
449,964,0,0,0.3833333333333333,1
528,479,0,1,0.5,1
51431,39968,0,1,0.0,1
3560,2961,0,0,0.8888888888888888,2
177,2382,0,0,0.0,1
58,117,0,0,0.5,2
250,461,0,0,0.1,1
460,1915,0,0,0.4875,1
17,80,0,0,0.2522727272727273,1
29598,19432,0,0,0.0,1
58,117,0,0,0.5,2
17,80,0,0,0.2522727272727273,1
21,45,1,0,0.0,1
1412,3942,0,1,0.0,1
1780,391,0,0,0.59375,1
661,600,0,0,0.0,1
46944,145,0,4,0.75,1
223,420,0,0,0.25,2
55,488,0,1,0.0,1
17767,15488,0,0,0.3111111111111111,1
58,845,0,0,0.5083333333333333,2
1816,884,2,4,0.4166666666666667,1
563,0,6,3,1.0,2
8,8,2,2,0.0,1
17767,15488,0,0,0.5,2
18886,12507,0,3,0.5,1
44487,335,0,0,0.0,1
51431,39968,1,0,0.0,1
145424,10320,0,1,0.7,2
291,333,0,3,0.4678571428571429,1
1829,219,1,4,0.5,2
1331,1813,0,0,0.5,1
242,839,0,1,0.5,2
31,108,0,0,0.75,2
47,305,0,0,0.5,2
2,14,0,0,0.75,1
47,305,0,0,0.0,1
1401,1048,0,4,0.875,1
65638,1983,0,2,0.55,0
189,367,0,0,0.375,2
10374346,402,6,24,0.6333333333333333,1
1736,5001,0,0,0.65,0
14068,746,0,0,0.5,1
750,559,0,0,0.2272727272727273,1
12304,9619,0,0,0.0,1
5669,5459,4,6,0.3,1
1144,376,0,1,0.0,1
811629,84484,110,367,0.16666666666666666,1
1668,660,0,1,0.2,2
2763,3156,0,2,0.2,2
4785,766,2,1,0.5,2
1032,576,0,0,1.0,0
51431,39968,0,1,0.0,1
20,93,1,0,0.0,1
203,342,2,0,0.275,1
1854,181,0,0,0.0,1
2859,388,5,7,0.0,1
89,302,0,0,1.0,1
97264,643,3,6,0.3833333333333333,1
5850,3915,4,3,0.6677777777777777,1
1088,465,0,0,0.5875,1
879,1604,0,0,0.0,1
47,305,0,0,0.5,2
54649,1137,0,0,0.0,1
35,236,3,1,0.0,1
311,263,0,0,0.4,2
554,451,1,1,0.25,1
30,79,1,0,0.0,1
840,4990,0,1,0.0,1
28,78,0,0,0.0,1
19,23,0,0,0.0,1
11254,5079,7,21,0.1,1
11070,1442,13,16,0.0,1
880,396,1,2,0.25,1
1776,4023,1,0,0.5549999999999999,0
2883,1,1,1,0.3857142857142857,2
408,829,0,2,0.2,1
36247,32174,2,0,0.4,0
1936,3255,0,0,0.25,0
17,19,0,0,0.5,2
7,14,0,0,0.5,2
9,72,0,0,0.5,2
5,11,0,0,0.5,2
103,464,0,0,0.5,2
21,104,0,0,0.5,2
31,64,0,0,0.5,2
16,31,0,1,0.5,2
13,54,0,0,0.5,2
1397,4119,0,0,0.5,2
419,620,0,0,0.5,2
23,8,0,0,0.5,2
67,314,0,0,0.0,1
122,37,0,0,0.475,2
91,29,0,0,0.5,2
2378,2205,0,0,0.4785714285714287,2
2230,2557,0,2,1.0,2
1472,915,0,27,0.3555555555555556,1
2866,1640,0,2,0.3888888888888888,1
10697,9580,1,0,0.0,1
420,721,0,0,0.2272727272727273,1
751,1231,2,1,0.0,1
2866,1640,0,0,0.3833333333333333,1
10,78,0,0,0.4178571428571428,1
509,516,0,2,0.0,1
260,390,0,1,0.26666666666666666,1
1394,396,9,47,0.0,1
67,97,1,0,0.0,1
3002,2951,2,0,0.3,1
2082,3285,1,5,1.0,0
563,0,8,5,1.0,2
279,513,2,0,0.0,1
714,1053,0,0,1.0,0
7,24,0,1,0.2833333333333333,1
964,312,0,5,0.7222222222222222,2
504,640,0,1,0.55,2
3409,3397,1,2,0.125,1
1165,384,1,1,0.3848484848484848,1
18,60,0,0,0.0,1
151,157,0,0,0.0,1
2055,1329,0,0,0.0,1
79079,142,1,1,0.0,1
8976,9722,0,0,0.0,1
8145,8821,0,1,0.0,1
1591,954,0,1,0.5,1
224,807,0,1,0.0,1
248,1480,0,1,0.0,1
112,971,0,4,0.1,0
45654,4886,6,4,0.125,1
3127,1386,1,7,0.5,2
320,824,0,0,0.8333333333333333,0
6815,986,1,2,0.0,1
10187,250,0,0,0.0,1
3464,2558,2,12,0.0,1
326,167,0,1,0.0,1
241,352,0,0,0.0,1
1589,282,0,0,0.6666666666666666,1
51431,39968,0,1,0.06666666666666668,1
104953,3404,1,1,0.0,1
1976,736,0,1,0.0,1
85,89,0,0,0.5,2
91,1381,0,0,0.0,1
551,221,0,1,0.03333333333333333,1
240,1673,1,0,0.5,1
145,165,1,1,0.025,1
5,1,0,0,0.0,1
24338,959,0,0,0.0,1
28,20,2,0,0.4345238095238095,2
27,545,0,0,0.2,2
17767,15488,0,0,0.5,2
236,26,8,18,0.3939393939393939,1
981,309,1,3,0.0,1
958,691,0,2,0.5,2
2230,2557,0,1,1.0,2
445,722,0,1,0.4166666666666667,2
2332,907,0,1,0.16666666666666666,1
344,218,0,1,0.3,2
1835,839,0,0,0.0,1
1816,884,0,1,0.0,1
286,1223,0,0,0.0,1
3328,390,23,87,0.2,2
850,487,0,0,0.0,1
4103,3927,0,1,0.2333333333333333,1
2060,793,5,12,0.4848484848484849,1
12065,1,0,0,0.35,1
2671,651,6,23,1.0,2
32596,43,0,0,0.3,2
10142,296,0,3,0.15,1
1043,2073,2,1,0.5,0
1,0,0,0,1.0,1
3554,1596,3,1,0.0,1
120,113,0,0,0.0,1
1013,2038,1,2,0.06666666666666668,1
142,132,0,0,0.875,1
297,222,1,3,0.5,1
2283,912,0,1,0.1,1
86,178,1,4,0.375,1
1723,1933,0,0,0.0,1
60570,362,4,5,0.6666666666666667,1
78,117,0,0,0.5,2
25267,214,0,1,0.7272727272727273,2
16190,2419,3,1,0.425,2
2,2,0,1,0.2833333333333333,1
1716,563,8,0,0.75,2
376,576,0,0,0.5,2
8527,1296,0,0,0.1,1
272,27,0,0,1.0,2
19558,1055,2,4,0.55,2
235245,1335,2,1,0.25,1
177,181,0,1,1.0,1
1185,387,3,9,0.0,1
13496,7783,0,1,0.0,1
17767,15488,0,0,0.6111111111111112,1
11,4934,0,0,0.5904761904761905,1
4613,421,0,4,0.0,1
1458,205,0,1,0.0,1
531,1181,2,2,0.21666666666666667,1
1029,1175,0,0,0.0,1
699,4833,0,1,0.125,1
219,1432,0,0,0.5,2
255,640,0,0,0.4916666666666666,2
4758,32,0,0,0.0,1
7,12,0,1,0.6000000000000001,2
9677,9515,0,0,0.2625,1
130,4,0,0,0.4,2
9533,8503,0,0,0.2,2
0,4,0,0,0.5333333333333333,2
8976,9722,2,1,0.0,1
8145,8821,1,0,0.0,1
147,280,0,1,0.0,1
97,434,1,0,0.0,1
89,418,0,0,0.0,1
89,418,0,0,0.4,0
89,418,0,0,0.775,2
4406,4998,1,0,0.0,1
279,776,0,2,0.5,2
1315,3402,1,0,0.3333333333333333,1
233,71,4,10,0.25,2
4488,1149,0,1,0.4545454545454545,1
1097,128,0,0,0.3333333333333333,1
95451,103177,0,0,0.4,2
73,114,0,0,1.0,0
2230,2557,0,1,1.0,2
46,41,0,0,1.0,1
39897,1022,0,0,0.06666666666666668,1
462,113,0,0,0.9,2
4,4,0,0,0.2692307692307692,1
3409,3397,0,0,0.5,1
66,620,0,0,0.3,2
8365,5797,0,0,0.6000000000000001,2
48,110,0,0,0.0,1
713,766,2,5,0.7272727272727273,1
16879,3333,0,0,0.0,1
29622,2934,0,1,0.05,0
16879,3333,0,0,0.1,1
1,0,0,0,0.0,1
649,545,0,0,0.0,1
175205,307,110,394,0.4951298701298701,2
51431,39968,0,0,0.0,1
220,37,0,0,0.0,1
98,574,0,1,0.6944444444444444,2
3002,2951,2,0,0.3,1
563,0,5,3,1.0,2
468,384,0,1,0.13333333333333333,1
17767,15488,0,0,0.0,1
1497,521,0,3,0.22222222222222224,1
11,4934,0,0,0.3166666666666667,1
2130,4991,1,0,0.65,2
168,0,4,1,0.0,1
993,672,0,1,0.8,2
267,79,0,0,0.0,1
19015,630,0,1,0.3,2
155,132,0,1,0.4916666666666666,2
240,1673,0,0,0.0,1
8,8,2,2,0.0,1
23703,291,0,1,0.6333333333333333,1
2100,1970,0,0,0.4916666666666666,2
417,6,1,4,0.0,1
443,44,0,0,0.0,1
20530,298,1,1,0.5,2
240,1673,0,0,0.0,1
790,348,9,18,0.2,1
71,326,0,0,0.6666666666666666,2
5044,5544,0,0,0.4545454545454545,1
940284,681,0,0,0.22083333333333333,1
32596,43,0,0,0.3,2
772,274,0,0,0.0,1
214,212,0,0,0.0,1
373,161,0,1,0.6875,1
227136,2187,0,2,0.05,1
240,1673,0,0,0.0,1
16,1,0,0,0.06666666666666668,1
183,112,0,4,0.0,1
141,200,1,2,1.0,0
2412,1968,0,0,0.0,1
2841,1280,0,0,0.5,0
240,1673,0,0,0.0,1
12371,1074,0,0,0.5454545454545454,2
240,1673,0,0,0.55,2
1,1,0,0,0.35,2
11,130,0,0,0.1,1
240,1673,0,1,0.0,1
1603,1438,0,0,0.5,2
360,125,0,1,0.8666666666666667,0
8145,8821,0,0,0.0,1
1165,384,0,0,0.0,1
7088,2027,3,7,0.6833333333333332,2
32596,43,0,0,0.3,2
339,661,0,0,1.0,2
1731,3075,0,0,0.4,2
151492,21,4,9,0.5,2
2230,2557,0,0,1.0,2
25855,43,1,1,0.0,1
2987,4851,0,0,0.0,1
470,1854,0,0,0.0,1
1071,2723,0,0,0.0,1
462278,1047,9,26,0.275,1
353,941,0,2,0.35,1
326,167,0,0,0.5,2
2063,879,1,2,0.4166666666666666,1
2538,3144,0,0,0.6,2
279,649,0,0,0.2737373737373738,1
1287,964,0,0,0.0,1
8876,5134,0,1,0.5,1
93,190,0,0,0.5,2
866,426,0,0,0.8888888888888888,2
136,130,1,3,0.2515151515151515,1
564,978,0,0,0.0,1
2681,506,0,0,0.325,1
4046,283,0,0,0.0,1
3,70,0,0,0.4888888888888889,1
271,859,1,2,0.41875,2
3822,519,1,4,0.8,2
1140,454,0,0,0.0,1
12655,7873,0,0,0.0,1
443,186,0,0,0.21666666666666667,1
7002,7198,0,3,0.3,2
32596,43,0,0,0.3,2
74,158,0,0,0.7,2
1173,0,0,0,0.0,1
25187,22177,2,1,0.1111111111111111,1
1599,1869,2,8,0.5,1
113,250,3,0,0.0,1
1384,992,0,4,0.4861111111111111,2
43,53,1,3,0.2,2
764,461,1,9,0.6666666666666666,1
89,418,0,0,0.2,0
89,418,0,0,0.35625,2
1145,1323,0,0,0.31666666666666665,2
461,218,2,1,0.6000000000000001,2
13432,965,21,58,0.9,2
19,84,0,0,0.2,2
8145,8821,0,0,0.0,1
8976,9722,0,1,0.0,1
457,134,0,0,0.9,1
37,26,0,1,0.5,0
18,90,0,0,0.5,2
542,988,0,0,0.0,1
1294,1459,5,11,0.4,0
12856,717,5,23,1.0,0
51,105,0,1,0.0,1
47,81,0,0,0.6,1
3822,645,0,0,0.8,2
47,305,0,0,0.5,2
28,20,1,1,0.4345238095238095,2
124,409,0,0,0.5,2
1484,880,1,1,0.0,1
3662,4995,0,0,0.6181818181818182,1
2061,5001,0,0,0.95,0
114944,930,2,3,0.0,1
395,1644,0,1,0.75,2
257,380,2,1,0.0,1
37,0,0,0,0.55,2
1,1,0,0,0.4545454545454545,1
2648,1541,0,1,0.375,1
12989,1576,0,1,0.3772727272727273,1
11497,1907,0,2,0.0,1
8876,5134,0,1,0.0,1
7,171,0,0,0.0,1
1759,103,4,5,0.25,1
337,142,0,0,0.0,1
25891,168,4,8,0.0,1
3337,966,0,1,0.0,1
928,516,0,0,0.0,1
1565,338,0,0,0.25,1
9158,570,0,0,0.0,1
1865,1058,0,1,1.0,1
3302,3378,1,3,0.6772727272727272,1
1197,66,2,0,0.2272727272727273,1
8876,5134,1,1,0.0,1
2,5,0,0,0.5,2
2883,1,0,0,0.3857142857142857,2
1816,884,2,1,0.125,1
104,559,1,3,0.7125,2
277,188,9,0,0.9,2
479,4996,0,0,1.0,1
3,1,0,0,0.5,2
1205,304,0,0,0.5,2
35,160,0,0,0.7,2
190,380,2,6,0.6,2
2590,4987,0,1,0.26785714285714285,1
23022,1869,2,4,0.6181818181818182,1
28,19,0,0,0.0,1
30,15,0,0,0.0,1
19,9,0,0,0.0,1
1302,586,0,2,0.6,2
240,1673,0,0,0.0,1
30921,2859,0,0,0.0,1
1146,904,0,0,0.0,1
0,61,0,0,0.4,0
591,332,0,1,0.0,1
695,1695,0,0,0.0,1
95,147,0,0,0.0,1
55023,149,1,0,0.0,1
1562,182,1,0,0.5,1
2437,4329,0,0,0.0,1
2375,3823,0,3,0.25,1
1212,567,0,0,0.0,1
178,158,0,0,0.0,1
1984,1377,0,6,0.8,1
365,1592,0,0,0.0,1
2104,5001,0,1,0.0,1
10265,3332,0,0,0.06666666666666668,1
306,1715,0,0,0.2333333333333333,2
58707,668,0,0,0.5,2
18,31,3,10,0.0,1
10583,10806,1,3,0.5,2
3002,2951,4,0,0.0,1
713,306,1,1,0.0,1
962,3177,0,4,1.0,2
563,0,14,3,1.0,2
1165,384,0,0,0.0,1
140,339,0,0,1.0,2
1266,1466,0,1,0.0,1
219,460,1,0,0.5,2
32596,43,0,0,0.3,2
727,490,1,4,0.0,1
1111,971,97,293,0.3333333333333333,1
9671,9572,3,0,0.0,1
8382,150,2,2,0.0,1
259,236,0,0,0.0,1
7068,5445,0,0,0.0,1
5328,1053,0,0,0.06666666666666668,1
4871,651,0,0,0.06666666666666668,1
969,811,0,0,0.3,0
386,728,0,1,0.9,2
212,307,0,0,0.3,2
666,321,1,0,0.08333333333333334,1
239,888,0,0,0.6,2
151,139,0,0,0.0,1
327,951,0,0,0.0,1
3711,3266,2,1,0.3333333333333333,2
1107,1126,2,4,0.125,1
391,866,0,1,0.45,2
16463,17890,2,3,0.0,1
2664,2194,2,4,0.4772727272727273,1
401,178,0,0,0.375,1
541,940,0,0,0.0,1
731,628,0,0,0.725,2
452,272,0,0,0.3333333333333333,1
1130,604,2,1,0.625,2
684,1062,0,0,0.0,1
12351,1471,0,2,0.0,1
35,39,0,1,0.08333333333333334,1
1999,381,0,0,0.4452380952380953,2
17,62,0,1,0.35,2
176,201,0,2,0.30462962962962964,1
208,1153,0,1,0.7678571428571428,1
10661,896,0,0,0.6499999999999999,0
143,111,0,10,0.0,1
865,285,3,20,0.375,1
13030,3986,1,2,0.22083333333333333,1
2466,175,0,0,0.0,1
17767,15488,0,0,0.5,2
374,52,0,1,0.7,2
5673,1705,1,1,0.0,1
802,860,0,0,0.2222222222222222,1
1300,99,0,1,0.18888888888888888,1
1000,436,0,1,0.4877777777777778,2
1642,2832,0,2,0.0,1
2548,804,0,1,0.2625,1
7139,6165,0,0,0.0,1
2490,918,0,5,0.0,1
1174,921,1,3,0.125,1
3487,267,0,0,0.2,2
4819,254,0,0,0.0,1
1387,971,0,0,0.0,1
