followers count,friends count,retweet count,favorite count,PolarityClass,subjectivity
483716,995,3,13,,0.43015873
202,226,0,0,,0.454545455
442,557,0,2,,0.05
29840,23425,0,0,,0.9
4101,5002,0,0,,0
3301,570,8,14,,0.454545455
1108,3511,0,0,,0.454545455
19127,8111,22,34,,0.75
0,10,0,0,,0.625
1,5,0,0,,0.484848485
2744,48,16,84,,0.8
390967,1840,11,8,,0
2173,831,0,0,,0
3,52,0,0,,0.5
1517,1467,0,0,,0
99,1736,0,0,,0.55
0,13,0,1,,0.5
664,2685,0,0,,0
8040,1,1,0,,0.454545455
2559,275,0,0,,0.25
54,228,0,0,,0
192,1284,0,0,,0.2
844,5002,0,0,,0
2072,2387,0,0,,0.454545455
748,903,0,1,,0
1219,1184,0,0,,0
57,0,0,0,,0.3
473,584,4,10,,1
90,0,0,1,,0
68,418,0,0,,0
3044,4953,1,0,,0.454545455
69321,10258,0,1,,0.5
22751372,1125,25,62,,0
3803,4002,1,1,,0
0,0,0,0,,0.675
185,651,0,0,,0.454545455
576,536,0,1,,0.74375
20388,17374,0,1,,0.677272727
646,963,0,1,,0.4
49,126,0,0,,0.85
1485,2506,1,2,,0.441666667
2568,2757,0,0,,0.6
9,43,0,0,,0
4696,5166,0,0,,0.5
453,551,0,0,,0.666666667
10262,9567,2,6,,0.75
664,2685,0,0,,0
1277,1207,0,0,,0.433333333
4032,1868,0,1,,0
1214,4958,0,1,,0
11,113,1,1,,0
255,74,0,0,,0.383333333
83,170,0,0,,0
86,433,0,0,,0.5
289626,287779,0,5,,0.5
1033,375,1,1,,0.383333333
213,391,0,0,,0.275
5314,5323,0,0,,0
5,0,0,0,,0.454545455
38450,36701,88,95,,0
99,333,0,0,,0.454545455
5758,1152,0,2,,0.6125
329,170,1,0,,0.527272727
6240,2433,3,15,,1
20516,20490,16,37,,0
1407,2483,0,2,,0.4
176,443,0,0,,0.157142857
394,638,0,1,,0.1
60,33,0,0,,0
125,178,0,0,,0.43015873
15,10,0,0,,0.454545455
2059,1133,2,2,,1
11,59,0,0,,0
125,349,0,0,,0.3
4279,161,28,109,,0.4
434,501,0,0,,0
813,1767,0,0,,0
21895,8809,4,7,,1
7,33,0,1,,0.65
3134,3250,0,0,,0.454545455
2429,4291,0,7,,0.55
1860,2154,1,2,,0
29,28,1,4,,0.066666667
2447,131,2,11,,0.866666667
4,67,0,1,,0
21,196,0,0,,0.633333333
13688,1478,17,41,,0.267857143
47,267,0,0,,0.066666667
293,978,0,1,,0
32,467,0,0,,0.454545455
819,8,0,0,,0.8
920,3017,0,0,,0
1195,1499,0,0,,0.454545455
4955,1752,0,0,,0.43015873
78933,9746,16,108,,0
27,429,0,0,,0.2
127,202,0,0,,1
396934,2027,287,986,,0
1017,1368,1,1,,0.125
18202,638,0,8,,0
398,1375,0,0,,0.454545455
2,38,0,0,,0.622222222
682,3985,0,0,,0.454545455
3,36,0,0,,0.166666667
198,665,0,0,,0.433333333
612,883,0,0,,0.25
14,339,0,0,,0.9375
34,147,0,0,,0.428571429
2616,2727,0,4,,0.591666667
3686,3325,0,0,,0.454545455
403,940,0,0,,1
33708,3818,4,32,,0.2
302,250,0,0,,0.454545455
272,110,0,1,,0
1297,2227,0,0,,0
56,130,0,0,,0
42,1,0,0,,0
2398,1600,0,0,,0.454545455
167,162,4,9,,0.25
51,138,0,1,,0.5
53996,4786,4,11,,0.647619048
1432,633,2,13,,0.5
6158,6780,0,1,,0.166666667
132,284,0,0,,0
1872,3020,0,1,,0
7,116,0,0,,0.454545455
576,689,0,0,,0.2
330,1298,0,0,,0.45
126,752,0,0,,0.454545455
608,895,0,0,,0
1512,767,0,1,,0.625
11380,14,1,2,,0
30,443,2,5,,0.75
800,1979,0,0,,0.5625
0,12,0,0,,0.333333333
164280,3240,1,21,,0
17303,3103,0,10,,0.767857143
7301,6743,0,1,,0
3948,4049,0,3,,0
13,113,0,0,,0
87,137,1,5,,0.1
42413,42523,1,0,,0.454545455
17434,18981,0,0,,0
247,447,0,0,,1
1321,457,0,1,,0.4
1004,1624,1,3,,0.6
719,695,0,0,,0
3023,2446,0,3,,0.4
908,1742,0,0,,1
332,725,0,0,,0.2
26871,29572,0,1,,0.351190476
84,151,0,0,,0.454545455
4519,4640,1,14,,0.125
32,114,0,0,,0
4249,115,0,21,,0
13758,10350,22,79,,0
72,139,0,0,,0.576136364
2478,4945,0,0,,0.5
3162,4114,0,0,,0.454545455
624,459,0,1,,0.355555556
6753,7110,0,0,,0.454545455
12854,14080,0,0,,0.5
8,248,0,0,,0
6683,7047,3,7,,0.251851852
1,7,0,0,,0.454545455
5599,5164,0,0,,0.454545455
1163,936,0,0,,0.875
1,12,0,0,,0
1220,4261,0,2,,0.4
417,613,0,0,,0.454545455
3103,2167,1,1,,0
3473,5000,0,0,,0.125
89,815,0,0,,0
122,91,0,0,,0.419047619
237,997,0,0,,0
220,259,0,2,,0
1282,1798,0,0,,0.333333333
42,581,0,0,,0
1449,2706,1,1,,0.25
447,493,0,6,,0.466666667
3,68,0,0,,1
239,2396,0,1,,0
7404,8131,2,1,,0
61,378,0,0,,0
2334,4977,1,0,,0.6
3880,3251,0,4,,0
260,362,1,1,,0.4
571,1657,0,0,,0
1754,800,0,0,,1
689,1018,0,0,,0.454545455
55239,54656,1,3,,0.366666667
5482,5452,0,0,,0
232,307,0,0,,0.85
4,29,0,0,,0.454545455
841,1590,0,0,,0.454545455
690,3185,0,0,,0.454545455
7252,7898,0,0,,0.454545455
4,165,0,0,,0.6875
904,2212,0,0,,0.454545455
31856,1488,0,4,,0.466666667
9,19,0,1,,0
177,431,0,0,,0
8223,1757,0,4,,0.4
49,18,0,0,,0.883333333
3182,3295,0,0,,0.439583333
122,388,0,0,,0.75
7,44,0,0,,0.433333333
4032,2516,0,0,,0.454545455
1076,4065,0,1,,0.8
22,112,0,0,,0.65
285,354,0,0,,0
212,219,0,0,,1
149,503,0,0,,0
18122,18124,0,0,,0.454545455
21,139,0,0,,0
8014,636,1,1,,0.433333333
80,97,1,0,,0
396,3152,0,0,,0.3
155,833,0,0,,0.454545455
18757,17377,25,60,,0.55
3,63,1,0,,1
1762,3122,0,0,,0.45
7587,7601,0,0,,0
3982,1676,0,2,,0.767857143
4756,3432,4,26,,0.888888889
9,74,0,0,,0.367857143
938,1259,0,2,,0.383333333
18407,384,0,7,,1
626,616,0,0,,0.7
3,63,1,0,,0
14,238,0,0,,0.664772727
2180,5001,1,4,,0.395959596
174,612,0,0,,0.454545455
186,2094,0,0,,0.75
295,0,0,5,,0
199,252,0,1,,0.69
40028,381,7,15,,0.5
9619,9126,1,3,,0
23936,4402,2,25,,0.777777778
27,469,0,0,,0
1118,1437,7,17,,0
3,8,0,0,,0
179,407,0,0,,0.454545455
325,256,0,7,,0.333333333
7,44,0,0,,0
350,2103,0,0,,1
284,461,0,0,,0
132,368,0,0,,0.416666667
699,3895,0,0,,0.066666667
157,352,0,0,,0.466666667
49,591,0,0,,0.454545455
602,2041,1,1,,0.37
483,846,0,0,,0
10,28,0,0,,0
97,243,0,1,,0
7130,7258,0,1,,0
15938,15361,4,15,,0.433333333
8313,467,0,2,,0
159,322,0,0,,0
79,353,0,0,,0.454545455
15740,15286,0,1,,0.454545455
4275,4999,1,3,,0.366666667
5374,4365,0,13,,0
9043,5452,0,0,,0
3382,315,0,0,,0.6
42161,1247,1,5,,0
5882,4332,0,3,,0
269,123,0,0,,0.3
3926,4275,0,0,,0.454545455
61979,67078,0,1,,0
875,881,0,0,,0.5
1473,298,1,15,,0.9
250,863,0,0,,0.454545455
132,368,0,0,,0.55
3266,4974,0,1,,0.5
234,2025,0,0,,0.3
2534,1262,1,0,,0.5
406,1080,0,0,,0.454545455
2,15,0,0,,0.8
25498,21431,174,801,,0.75
0,6,0,0,,0.777777778
583,753,0,0,,0
1,11,0,0,,0.466666667
25700,24419,2,2,,0.516666667
102,185,0,0,,0
212,219,0,0,,1
35,302,0,0,,0.454545455
3634,2024,0,1,,0.928571429
23,73,0,0,,0.6
120,350,0,0,,0.454545455
119,208,0,0,,0
3597,1187,0,0,,1
91,275,1,5,,0
34,115,0,0,,0.4
477329,2981,102,200,,0.466666667
10,137,0,0,,0.6
7486,1935,0,0,,0
1353,1969,0,0,,0
7193,7649,0,0,,0.4
12474,13681,0,1,,0
227,211,0,1,,0.553571429
5,16,0,0,,0.066666667
18132,15076,2,2,,0.454545455
5205,5722,0,1,,0
465103,111382,914,2723,,0
442,719,2,5,,0.5
127,1159,0,0,,0.433333333
610,1394,2,3,,0
2215,1056,0,1,,0.5
4430,2499,0,1,,0
110,449,0,0,,0.216666667
2583,3557,0,0,,0.454545455
7541,8258,0,0,,0.454545455
137,66,0,0,,0.454545455
317898,847,2,20,,0.5
9252,9487,0,1,,0.5625
2,43,0,0,,0
6923,6813,1,3,,0
2732453,11884,174,476,,0
69,1,0,0,,0
15891,16629,0,0,,0
241,38,0,0,,0
653,1832,1,1,,0.65
3769,3349,0,0,,0.4
4,30,0,0,,0.3
1774,714,1,4,,0.25
5758,1152,0,1,,0.6125
1712,344,1,4,,0.533333333
1143,1367,0,2,,0
432049,91,21,35,,0.3
175,150,0,0,,0.454545455
90643,198,0,6,,1
17,66,0,0,,0.55
16,45,0,0,,0
142,273,0,0,,0.454545455
495,1760,0,0,,0.527272727
17,108,0,1,,0.454545455
184066,117189,8,24,,0
45,145,0,0,,0.1
18370,1914,20,128,,0.691666667
1038,4922,1,0,,0
97,383,0,0,,0.454545455
1489,936,2,13,,0.7
1494,964,5,9,,0.9
567,456,0,0,,0.1
2377,1364,0,0,,0.454545455
4893,2546,5,18,,0.15
728,2518,0,0,,0.755555556
768646,348,8,13,,0
565,1627,0,0,,0.454545455
159,229,0,0,,0.738888889
4566,5018,2,8,,0.3
63286,2923,69,325,,0.6
1,4,0,0,,0.454545455
416,350,0,2,,0.216666667
3021,2953,4,5,,0.522222222
2991,4846,0,0,,0.9
16,101,0,1,,0.9
14638,14195,0,0,,0.454545455
77,148,0,0,,0
563,1532,1,1,,0
7027,7728,0,1,,0
75,232,0,2,,0.511904762
8,28,0,0,,0
134,605,0,0,,1
0,23,0,0,,0.454545455
1597,2668,1,1,,0.475
578347,253,1,1,,0
312,729,0,1,,0.819444444
340,1312,0,0,,0.677272727
45,94,0,0,,0.333333333
1524,3358,4,11,,0.454545455
1903,2361,0,0,,0.2
125,260,0,0,,0.454545455
57,98,0,1,,0
498,1227,0,2,,0.209166667
627,662,0,0,,0.454545455
179,407,0,0,,1
81,85,0,0,,0.5
98,244,0,0,,0.454545455
130381,705,147,475,,0
1547,1988,2,8,,0.0875
54996,512,0,2,,0.5
2009,2038,0,0,,0.25
284,31,0,2,,0.366666667
579,1737,0,0,,0
43,160,0,0,,0.35
6962,4073,0,12,,0
133,575,0,0,,0.454545455
5,0,0,0,,0.5
12826,1165,12,142,,0.355555556
131397,361,0,5,,1
1038,4922,1,0,,0
6713,7256,0,0,,0.1
5280,2658,4,10,,0.5
2,56,0,0,,0.5
147,79,0,0,,0.5
13,291,0,0,,0.454545455
11499,2302,279,912,,0
1369,66,0,0,,0.5
20,102,0,0,,0
5285,5817,0,1,,0.288888889
1345,1666,0,0,,0.454545455
42,400,0,0,,0
29717,272,3,3,,0
644,2517,0,1,,0.066666667
4,104,0,0,,0.45
129,354,0,1,,0.5
2,44,0,0,,0.5
48,81,0,0,,0
300,1282,0,0,,0
218,1096,0,0,,0
33075,29921,12,22,,0
14422,14180,31,33,,0.6
102,520,0,0,,0.454545455
4187,4979,0,0,,0.454545455
8559,2645,0,5,,0
383,1395,0,0,,0.454545455
654,1384,0,0,,0.566666667
12607,1554,0,7,,0
72,819,0,0,,0
392,564,0,0,,0.1
218,1096,0,0,,0.4
105,436,0,0,,0
1720,2020,0,0,,0.7
286,628,0,0,,0
10,7,0,0,,0.454545455
218,1096,0,0,,0
14,485,0,1,,0
15925,13407,0,0,,0.4
127908,1122,3,8,,0
67,173,0,0,,0.454545455
4905,5369,0,0,,0.377272727
9594,9846,0,2,,0.454545455
115,416,0,0,,0.5
1179,2367,2,7,,0.5
244532,4385,923,3355,,0
217,2774,0,0,,0.3
3388,2382,0,0,,0
1176,1616,1,0,,0
62353,55289,2,2,,0
10706,10895,0,0,,0
12181,12345,0,0,,0
2952,3130,0,0,,0
321,307,0,0,,0.454545455
14011,11591,0,0,,0.454545455
0,1,0,0,,0.033333333
61,103,0,0,,1
271,309,0,0,,0.454545455
532,454,0,0,,0.454545455
218,1096,0,0,,0
1774,268,0,12,,0.9
2726,5000,0,0,,0
42,69,0,1,,0.545238095
271,309,0,0,,0.454545455
827,692,0,0,,0.454545455
2180,2571,9,24,,0.643939394
1985,1611,2,7,,0.509615385
10,45,0,0,,0.454545455
12,31,0,0,,0.7
204,2531,0,0,,0.454545455
2246,1039,2,5,,0
9,52,1,1,,0
178,446,0,2,,0
16644,1969,0,0,,0.454545455
17,78,0,0,,0
19,71,0,0,,0.454545455
278,257,0,0,,0
3150595,355,12,45,,1
5051,5011,1,0,,0.454545455
9182,9175,1,3,,0.454545455
3,10,0,0,,0
102,520,0,0,,0.454545455
1570,2149,0,0,,0
769,1032,0,0,,0
2156,4247,3,7,,0.233333333
4021,4121,6,25,,0.68452381
5959,6297,0,3,,1
15370,2937,2,8,,1
102,520,0,0,,0.454545455
121,141,0,0,,0
30428,500,77,126,,0
93,160,0,0,,0.4
2678,4769,1,2,,1
3,55,0,1,,0.4
3488,3743,6,7,,0
70,211,1,0,,0
432,651,0,3,,0
2180,4902,0,0,,0.454545455
18903,1893,0,0,,0
51532,49229,6,104,,0.3
2817,4704,0,1,,0.6
1726,1519,0,0,,0
224,285,0,0,,0.454545455
1709,1048,0,0,,0.5
1053,1399,0,0,,0
6,174,0,0,,0
92,523,0,0,,0.8125
1041,1631,0,1,,0.535714286
921,1029,0,0,,0
2531,724,1,5,,1
45,104,0,4,,0.9
832,1,0,0,,0
4154,4965,0,0,,0.454545455
6127,6275,1,0,,0.454545455
402,553,0,0,,1
305,1003,0,0,,0.5
191,1050,0,1,,0.4
31,98,0,0,,0
16,338,0,0,,0.454545455
1577,178,2,4,,0
6,68,2,0,,0.8
21,68,0,0,,0.35
661,1071,0,0,,1
2999,4778,0,0,,0
6742,6749,0,0,,0.541666667
4000,576,1,2,,0
310,886,0,0,,0.125
1817,721,0,2,,0.1
23909,21987,349,429,,0.8
1723,2339,0,0,,0.6875
2,11,0,0,,1
549,792,0,0,,0.4
2423,4699,1,2,,0
42423,40121,1,2,,0.454545455
14,148,0,0,,0
35,27,0,0,,0
0,2,0,0,,0
4,37,0,0,,0.095833333
207,197,1,1,,0
1,32,0,0,,0.1
5781,48,0,0,,0.477272727
9560,10533,0,1,,0.35
9560,10533,0,0,,0.35
163,268,0,0,,0
9560,10533,0,0,,0.35
8072,8102,0,0,,0
2117,1789,0,0,,0
2330,3961,11,11,,0
5134,5534,1,1,,0.2
1437,861,0,0,,0.454545455
21606,18319,0,1,,0.55
3439,4976,0,1,,0.125
48,114,0,2,,0.5
8040,1,0,1,,0
46,197,0,0,,0.5
23,90,0,0,,1
1335,753,0,0,,0
1422,777,0,0,,0.066666667
94,378,0,0,,0.75
1,4,0,1,,0
33,116,0,0,,0
6844,985,0,0,,0.275
452,796,0,2,,0.166666667
44294,12038,3,6,,0.5625
601,465,0,0,,0
406,388,0,1,,0
45,72,4,5,,0
6125,6078,1,1,,0.55
3,27,0,0,,0.2
1543,2480,0,0,,0
1,23,0,0,,0
597,239,0,0,,0.5
113,82,0,0,,0.4
576,598,2,2,,0.6
8058,4423,0,2,,1
134,257,0,0,,0
0,0,0,0,,0.25
205,281,0,0,,0.5
16932,446,68,263,,0
348,1263,0,0,,0.4
3693,3067,0,7,,0.066666667
10707,321,0,0,,0.5
29,128,0,0,,0.36875
19985,20647,11,54,,0.688888889
53096,8450,13,24,,0
19778,21752,3,5,,0
0,15,0,0,,0.8125
94,1765,0,0,,0.383333333
516,2321,0,0,,1
68,666,0,0,,0.416666667
748,727,0,2,,0
78,334,0,0,,0.6
1,3,0,0,,0
874,0,0,2,,0
432049,91,9,20,,0.283333333
2678,4961,0,0,,0
6352,5289,1,1,,0
49,124,0,0,,0.651851852
30428,500,29,67,,0.625
810,5,0,1,,0
65,848,0,0,,0.733333333
1114,871,0,5,,0.5
893306,1187,15,61,,0.066666667
11762,12651,0,0,,0
3715,3991,0,0,,0
768646,348,10,22,,0
153,1363,0,0,,0
600,261,0,0,,0
2,58,0,0,,0.1
15,2,0,0,,0.532063492
926,4019,1,1,,0.25
298,534,0,0,,0.433333333
6,0,0,0,,0
208,866,0,4,,1
334,0,0,0,,0.2
1028,8,4,1,,0.9
15652,16561,4,1,,0
6582,805,2,5,,0.3
616,1199,1,0,,0
276,500,1,0,,0
47798,15440,0,19,,0.316666667
37,65,0,2,,0
114845,2614,606,1516,,0.333333333
12752,6806,0,0,,0.5
8664,9495,0,0,,0.6875
1894748,519,3,9,,0
22,312,0,0,,0.833333333
4377,4511,1,0,,0
7714,1499,0,0,,0.545454545
41,3,1,1,,0
533,1435,0,1,,0.125
6446,6186,4,3,,0
1551,1850,0,0,,0
3,6,0,0,,0
154,653,0,1,,0.375
12,5,0,0,,0.525
5,35,0,0,,0
3,83,0,0,,0.7
454,138,0,0,,0.591666667
3266,1020,0,0,,0
145990,294,0,1,,0
2108,1923,0,0,,0.5
128,0,0,0,,0
416,1530,0,1,,0
895,1452,0,0,,0.9
1667,5,15,25,,0
237,44,0,1,,0.4
400,898,0,0,,0.375
3,4,0,0,,0.666666667
35592,540,2,4,,0.233333333
166,164,0,0,,0.75
213,397,0,0,,0.5
464,1392,0,0,,1
2442,2555,0,0,,0.6
87,5,0,0,,0.1
664,32,32,173,,0
502,1801,0,0,,0.5
1934,1512,1,18,,0
109037,39221,38,88,,0.2
500,1733,0,1,,0
5,0,0,0,,0
553,1699,0,0,,0
2640,3181,0,0,,0
1718,76,0,0,,0.496296296
11144,713,0,3,,0
193,423,0,0,,0.416666667
230,386,0,0,,0
416,926,1,2,,0
2,13,0,0,,0
145,363,2,7,,0.5
14760,6497,0,1,,0.3
97,335,0,0,,0
54417,53332,251,647,,0
300,1282,0,0,,0
941,1250,0,3,,0.633333333
406392,1007,2,11,,0
300,1282,1,0,,0.4
71564,317,70,717,,0.875
800,155,0,0,,0
2239,302,6,21,,0
349366,17,1,7,,0.5
438,1406,0,0,,0
235,2497,0,0,,0
165,5,0,0,,0
1537,1981,0,1,,0.2
1691,404,0,0,,0.75
432050,91,16,34,,0.4
22,118,0,0,,0.5
7986,7464,0,0,,0.5
9818,1129,2,1,,0
7482,653,5,5,,0
3363,4994,0,0,,0.65
13,17,0,1,,0.3
153,579,0,0,,0.9
288891,92,4,16,,0
149217,181,0,2,,0
464,1392,0,0,,0
1815,1748,0,2,,1
1042,1341,0,0,,0.604166667
1,3,0,0,,0.5
146,358,0,0,,0.25
383,383,0,0,,0.2
34,83,0,0,,0
34,83,0,0,,0
3854,4240,1,1,,0
152,135,0,0,,0.260606061
139883,474,0,1,,0
125,1975,0,0,,0
500,948,0,0,,0.5
90,407,0,0,,0
2036,2550,0,0,,0.7
7468,8207,0,0,,0.5
444,166,0,0,,0
2949,2294,1,2,,0.454545455
26,34,0,0,,0.066666667
1113,992,0,0,,0
2721,3310,0,1,,0
2,45,0,1,,0.366666667
1495,4947,0,0,,0
82,120,0,0,,0
145,327,0,0,,0.6
218,2,0,0,,0
26,81,0,0,,0.375
5,53,0,0,,0.825
768646,348,21,28,,0
0,5,0,0,,0
79,543,0,0,,0.8
943,2408,0,1,,0.4
101,155,0,0,,0.25
493,1690,0,0,,0.5
3,8,0,1,,0.5
6,146,0,0,,0.7
162629,3,2,11,,0.3
82,215,0,0,,0.5
11249,10858,3,1,,0.095833333
3723,4637,0,0,,0
3,64,0,0,,0.9
24,6,0,1,,0.1
2189,1576,0,0,,0
4790,5135,0,1,,0
1073,2264,0,1,,0.066666667
307868,424,218,1147,,0.1
1628,2352,0,2,,0.3
17,111,0,0,,1
1197,1116,0,0,,0.5
2140,4865,0,0,,0.55
377,296,0,1,,0.45
368,406,0,3,,0
3328,749,1,12,,0
23249,367,59,130,,0.227272727
190,455,0,0,,0.5
11587,9150,0,2,,0.1125
24,6,0,1,,0.4
501,652,0,0,,0
4834,5011,1,1,,1
2,82,0,0,,0
858,944,0,0,,0.571428571
13547,11021,0,1,,0.6875
73964,123,0,8,,0
1200,1127,0,1,,0.483333333
0,10,0,0,,0.4
2505,4858,0,1,,0.555555556
3,66,0,0,,0.066666667
0,74,0,0,,0
521,1043,0,0,,0
756,793,0,0,,0
345,935,0,1,,0
1,25,0,0,,0
98,182,0,1,,0.577777778
165,157,0,0,,1
10,42,0,0,,1
7808,4857,0,65,,0.244444444
31298,16284,0,0,,0
543,397,1,1,,0
2270,3961,1,0,,0.8
26220,17451,6,6,,0
979,1249,0,1,,0.9
5517,297,4,39,,0
20628,6369,4,6,,0.125
1716,3188,2,7,,0.333333333
17252,1128,49,150,,0.45
2,82,0,0,,0
2635,107,0,0,,0.375
1372,1061,0,0,,0.4
19,7,0,0,,0.454545455
0,15,0,0,,0.75
18,86,0,1,,0.05
45,269,0,0,,0.5
2180,4902,0,0,,0
22,68,0,0,,0
42,141,0,3,,0.9
6,20,0,0,,0.5
71,551,0,0,,0
2312,2840,0,0,,0
28,193,0,0,,0.9
196,99,0,0,,0
620,595,1,3,,0
620,595,0,2,,0.5
3801,1985,4,4,,0.571428571
3497,423,0,0,,0.45
2900,2683,4,21,,0.45
77,1191,0,0,,0.5
823,1878,0,0,,0
9785,8143,1,18,,0.5
1087,625,1,36,,0.5
32970,26867,2,8,,1
40,253,0,0,,0
2726,5000,2,1,,0
4533,1146,5,16,,0
4533,1146,2,5,,0
1089,2050,0,0,,0.677272727
4419,4999,0,2,,0
61,494,0,0,,0
47,227,0,1,,0
8,35,0,0,,0
7974,8764,0,0,,0.527272727
579,698,0,0,,0
101,826,0,0,,0.958333333
12002,12699,6,8,,0.5
571,512,0,0,,0
998,1299,0,0,,0
27,26,0,0,,0.2375
430,1106,0,0,,0.5
299,820,0,0,,0.535714286
2,16,0,0,,1
4699,5158,0,0,,0.65
20123,21269,4,10,,0
147,241,0,0,,0
4686,2100,3,29,,0.43
2108311,332,1,6,,0.3
726,1301,1,23,,0
2726,5000,0,0,,0
4405,2180,3,13,,0.3
1755,1761,1,0,,0
2726,5000,0,0,,0
11,26,0,0,,0
622,259,0,2,,0
7,121,0,0,,0.25
2,82,0,0,,0.714285714
97,335,0,0,,0.6
2726,5000,0,1,,0.4
816,1891,0,0,,0
2726,5000,1,0,,0.25
2,37,0,0,,0.75
2726,5000,0,0,,0
1060,1322,0,0,,0
5,12,1,1,,0
119,417,0,0,,0.383333333
2726,5000,0,0,,0.454545455
2726,5000,0,0,,0.833333333
2726,5000,0,0,,0.5
325,412,0,0,,0
1066,795,0,5,,0.75
91,220,0,2,,0.85
9,157,1,1,,0
125,312,0,0,,0.5125
3332,2348,6,8,,0
27362,26070,4,1,,0.5
1724,4931,0,1,,0.75
2726,5000,0,1,,0.833333333
19608,541,14,39,,0.130555556
1,26,0,0,,0.3625
140,74,0,0,,1
3630,3695,0,0,,0
47313,4933,15,46,,0.5
4253,4910,0,1,,0.355555556
2015,1828,0,0,,0.5
1805,2893,0,0,,0
111,2,1,2,,0
145,428,0,0,,0.75
1843,2230,1,1,,0.5
907,758,0,0,,0.75
48,50,0,0,,0.033333333
257,151,0,0,,1
18,51,0,1,,0
31,58,0,0,,0
671,909,0,0,,0.5
10,20,0,0,,0
979,1249,0,1,,0.9
117,202,0,0,,0.666666667
895,366,1,1,,0
348,284,2,3,,0.1
1211933,985,1018,2620,,0.527272727
1139,703,0,0,,0.454545455
671,909,0,0,,0
979,1249,0,1,,0
987,1127,0,0,,0.3
46,314,0,0,,0.4
338,645,0,0,,0.1
631,551,0,0,,0
21189,22885,16,66,,0
172,983,1,0,,0.533333333
6082,815,8,25,,0
1026,1143,1,2,,0.05
11675,1786,1,8,,0.541666667
62,213,0,1,,0.875
166,373,0,0,,0
62,142,0,0,,0
1838,2450,1,1,,0.5
1,5,2,1,,0.461538462
2115,2445,0,1,,0
94,172,1,1,,0.5
249,228,0,1,,0
9307,110,68,68,,0.454545455
104,74,0,0,,0
166,285,0,0,,0.9
9,12,0,0,,0.5
25,159,0,1,,0
493,2432,1,2,,0.5
12474,13681,1,4,,0.8
77,209,0,1,,0.767857143
42,213,0,0,,0.2
16139,17564,1,7,,0
32708,5483,2,34,,1
31,115,1,2,,0
4873,1332,1,2,,0.454545455
373,726,0,0,,0.4
134,616,0,0,,0.733333333
61512,5250,20,42,,0
114,310,0,1,,0
194,850,0,0,,0
16,23,0,0,,0.3
1,0,0,0,,0.611111111
338,830,1,1,,0
441,309,0,2,,0.55
357,1554,0,1,,1
1750,1133,0,0,,0.5
1157,2219,1,1,,1
5095,5018,0,0,,0.454545455
2925,5001,0,0,,0.677272727
938,8,1,3,,0
11380,14,5,6,,0.35
9439,9570,0,0,,0
1078,967,0,1,,0.4
1388,2868,0,0,,0.515
3945,3938,0,2,,0.4
722,4981,0,0,,1
523,755,0,0,,0.7625
147309,248,5,11,,0.35
835,1181,0,0,,0
204,320,0,1,,0
18741,1242,1,0,,0.5
220,339,1,0,,0.65
1695,4998,3,5,,1
13520,14847,0,0,,0
11904,12247,0,1,,0
2390,3517,1,2,,0.4
115,538,0,0,,0.375
59,317,1,1,,0.3
81,303,0,0,,0.4
835,1181,0,0,,0
3820,1122,0,15,,0.944444444
10,65,0,0,,0.288888889
2863,3184,2,1,,0.85
7146,6627,0,0,,0
1565,3330,0,0,,0
370,1208,0,0,,0.666666667
96,150,0,0,,0.066666667
2359,3003,0,0,,0.535714286
4007,4979,1,5,,0.58125
28,273,0,0,,0.436111111
49,162,0,0,,1
206,688,0,0,,0.2
3926,4987,0,16,,0.125
835,1181,0,0,,0.5
11706,772,1,10,,0.358333333
743,939,3,6,,0.475
3,4,0,0,,0.3
5532,5580,0,0,,0.367857143
850,379,0,0,,0
7,54,0,0,,0.5
1773,1922,10,41,,0.275
251,7,15,32,,1
272,1843,0,0,,0.677272727
10715,516,2,3,,0.5
557,3598,0,0,,1
646,865,0,1,,0.375
1281,1104,0,0,,0
3916,3450,0,0,,0.5
282,542,0,0,,0.125
6501,6152,0,9,,0
0,1,0,0,,0.4
2605,4575,0,0,,0
167,282,0,1,,0.482222222
2497,1954,3,2,,0.5
617,2,0,0,,0
89,56,0,11,,0.625
36373,36216,2,3,,0
163,1020,0,4,,0.2
3939,4647,0,1,,0.677272727
587142,917,3,56,,0.3
97,347,1,0,,0.283333333
7503,5866,10,40,,0.833333333
85985,43291,53,206,,0.7
47185,212,68,210,,0.4
323,570,0,0,,0
51,742,0,1,,0.1
2116,2158,0,3,,1
2229,5000,0,0,,0.677272727
102,149,0,3,,1
39358,41495,1,1,,0.2
10598,10337,0,0,,0.375
787,1115,0,2,,0
620,1776,0,0,,0.375
719,646,0,0,,1
1020,2048,0,0,,0
2443,2619,0,0,,0.5
340,333,0,0,,0.675
3011,399,2,13,,0.4
876,1640,0,1,,0.4
12,95,0,0,,0
736,1328,1,2,,0.483333333
393,1050,0,0,,0.2
18903,1893,0,1,,0
219,119,0,0,,0
75,324,0,1,,0
2038,2279,1,2,,1
4,17,0,0,,0.144444444
305,943,1,4,,0.3
682,2741,0,0,,0.1
974,3828,1,0,,0
2516,4994,0,0,,0
670,1415,1,4,,0.2
388,419,0,1,,0.4
210,191,0,4,,1
6999,30,1,40,,0.3
1385,1749,2,4,,0
1085,2755,2,13,,0.446666667
144,261,0,0,,1
3,29,0,0,,0.55
156,137,0,1,,0.833333333
943,1138,0,0,,0.9
324,627,0,0,,1
