followers count,friends count,retweet count,favorite count,PolarityClass,subjectivity
725811,120,4,34,,0
78,62,0,0,,0.227272727
2,0,0,0,,0.5
33,376,0,0,,0.25
231,327,0,0,,0.066666667
618,1414,1,2,,0.533333333
67,322,0,1,,0.483333333
26,107,0,0,,0
426,363,0,0,,0
318,823,0,0,,0.4
1,49,0,0,,0.55
0,123,0,0,,0
15,51,0,0,,0
10,15,0,0,,0
4855,5139,0,0,,0.375
422,414,0,1,,0.5
2042,1612,0,0,,0.1
1876,3897,0,0,,0
14,306,0,0,,1
104,41,0,0,,0.9
22,3,0,0,,0
32,67,0,0,,0.265
2906,2837,0,0,,0.5
6,39,0,0,,0.516666667
34,239,0,0,,0.458333333
241,0,0,0,,0
262,180,0,0,,0.5
0,8,0,0,,0.9
28552,26436,4,9,,1
28129,28579,1,6,,0.375
4,65,0,0,,0
349,432,0,0,,0.4
2571,854,1,9,,0.3
266,397,0,0,,0.333333333
78,242,0,0,,1
1557,1063,3,16,,0
178,159,0,0,,0
201,550,0,0,,0.9
644,569,0,0,,0.5
287,315,0,0,,0.3375
27784,440,0,1,,0
25,313,0,0,,0
3328,1082,6,36,,0
1059,1516,0,2,,0.266666667
730,2223,0,0,,0.4
4487,2526,0,1,,0
1477,1934,0,0,,0
1361,1190,0,0,,0.54
93,629,0,1,,0.5
77,78,0,0,,1
2,74,0,0,,0
7862,7888,1,5,,0.433333333
18,51,0,0,,0
11,93,0,2,,0.75
3505,4031,0,5,,0
3571,2007,1,2,,0.394444444
38,176,0,0,,0
362,619,14,19,,0.0625
26496,26957,1,3,,0
619,650,0,1,,0
920,1401,1,7,,0
364,372,0,0,,0
37305,17176,1,1,,0.5
2461,2331,0,2,,0
335,917,0,0,,0
45,305,0,0,,0.6
561,324,0,3,,0.65
114,542,0,2,,0
61293,501,0,5,,0
2615,962,2,0,,0.333333333
231,818,0,0,,0.2
374,1644,0,0,,0.625
3,39,0,0,,0
220,171,0,7,,0
5485,5915,0,1,,0.373611111
1437,2457,0,0,,0
526,1102,0,0,,0.375
15429,8894,8,15,,0
1422,2504,0,1,,0
28905,2809,1,2,,0.5
9127,1259,0,6,,0
1268,1025,0,4,,0
15555,12950,1,2,,0.9
162,852,0,0,,0.225
17,205,0,0,,1
3647,3900,1,2,,0
20166,21116,1,2,,0.55
394,610,0,1,,0
27,68,0,3,,0.1
15,26,0,2,,0
429,783,0,0,,0.5
2,128,0,0,,0
2690,402,0,0,,0.766666667
470,1138,0,0,,1
12195,13202,0,2,,0.5
37,176,0,0,,0
90,245,0,0,,0.5875
944,295,2,14,,0.2
4053,3343,0,0,,0
4167,4269,0,0,,0.5
2978,4997,0,0,,0.260606061
5734,6184,0,0,,0
1485,186,0,1,,1
6723,7378,0,1,,0
75,115,0,2,,0
7665,6809,1,0,,1
31216,21990,47,146,,0.55
585,740,0,0,,0.8
441,1303,0,0,,0.3
4591,1840,0,1,,0.333333333
1143,1957,0,0,,0
2641,4307,0,0,,0.5
22,96,1,1,,0
298,72,0,1,,0.066666667
18246,19683,0,2,,0.5
316,716,0,0,,0.3
8795,7587,3,32,,0.833333333
153,192,0,1,,0
16,58,0,1,,0.395
306,901,0,0,,0.4
101,1056,1,1,,0.4
161842,1535,0,0,,0.377272727
38344,3940,0,2,,0
4,65,0,0,,0
155,422,0,0,,0.8
676,2568,1,0,,0.033333333
20844,1442,4,16,,0.5
1764,1651,0,2,,0
562,923,0,0,,0.9
1042,1702,0,0,,0
3271,1237,0,0,,0
2596,3814,0,0,,0.888888889
2624,3528,4,17,,0.316666667
50,351,0,0,,0
2981,4424,0,3,,0.2
12781,12142,12,25,,0.65
270,1829,0,0,,0
469,1750,0,3,,0.4
12047,3051,0,1,,0.125
1852,2066,0,0,,0
1325,1302,0,0,,0.55
1411,1609,0,0,,0
282,97,0,0,,1
7051,6938,2,1,,0.9
4176,3529,0,7,,0.544444444
119,4,0,0,,0.494444444
676,2568,1,1,,0.033333333
15,242,2,4,,0.1
676,2568,1,0,,0.033333333
115,447,0,0,,0
51,110,0,2,,0.266666667
676,2568,1,0,,0.033333333
27012,26616,0,0,,0
717,345,0,2,,0.3125
14375,3577,6,12,,0.5
143,791,0,0,,0.5
1236,447,0,0,,0
14375,3577,7,17,,0
3543,896,0,10,,0.825
346,719,0,0,,0
1326,1177,0,0,,0.15
1288,2718,1,7,,0.5
9582,8959,0,1,,0.352777778
10150,3108,0,7,,0.516666667
81,368,0,0,,1
9,87,0,0,,0.5
104,383,0,1,,0.8
6101,6713,1,3,,0.375
191,386,0,0,,0
704,366,0,0,,0.216666667
17,205,0,0,,1
1214,2339,1,4,,0
1531,2174,0,1,,0.54
6171,5870,16,48,,0
58,235,0,0,,0.5
71,109,0,0,,0.9
51,144,0,0,,0.5
49,176,0,0,,0.083333333
1047970,573,11,22,,0.5
18054,5387,0,20,,0.55
4417,4727,0,0,,0.75
3823,4862,0,2,,0.2
1072,1644,3,6,,0.395
631,778,0,0,,0.9
3765,3929,0,2,,0
24,48,0,0,,0
727,1120,0,3,,0.2
676,2568,0,0,,0.033333333
17,205,0,0,,1
1612,1451,0,0,,0
3572,2628,0,4,,0
7,33,0,0,,0
53,44,0,1,,0.56
11,147,0,0,,0
914,2525,0,1,,0.1
14,55,0,0,,0
176,355,0,2,,0.433333333
676,2568,0,0,,0.033333333
107,391,1,1,,0.125
50,779,0,0,,0.9
313,323,1,0,,0.375
35607,1330,1,9,,0.353333333
164,617,1,16,,0.5
1790,2566,0,1,,0.25
676,2568,0,0,,0.033333333
133,1617,0,0,,0.4
477,1423,0,5,,0
648,580,0,0,,0
2,11,0,0,,0.563541667
2298,2747,2,2,,0.3
245,405,0,1,,0.5
11379,423,8,11,,0.454545455
1167,1393,0,0,,0.75
619,558,2,13,,0.4
198,208,0,0,,0.325
112,136,0,0,,0
428,586,0,0,,0.4
19548,19627,0,0,,0
3445,3432,0,0,,0
1243,281,0,0,,0.454545455
4577,4696,1,3,,0.6
1386990,4769,25,85,,0.394444444
3824,1725,1,1,,0.395
161,139,0,0,,0.75
21,33,0,0,,1
2445,130,6,16,,0.588888889
316,456,0,0,,0
14,12,0,0,,0
11515,806,14,43,,0
60,558,0,0,,0.9
1623,1916,0,0,,0.1
4,65,0,0,,0
676,2568,1,2,,0.033333333
312,4922,77,188,,0.1
140,705,0,0,,0.4
103,2,1,1,,0.4
10317,654,15,39,,0.571428571
1875,5002,1,12,,0
2834,4991,0,1,,0
3696,3052,0,0,,0.5
6469996,2895,14,105,,0.5
21,33,0,2,,1
12672,12458,2,3,,0.066666667
2795,666,0,0,,0.9
9755,4330,12,25,,0.5
3576,3464,0,1,,0.4
676,2568,0,0,,0.033333333
124,492,0,0,,0
15,58,0,1,,0.7
176,125,0,0,,0.395
73101,3798,128,362,,0.5
11359,17,2,0,,0
1750508,416,10,30,,0.6875
1172,1613,0,0,,0
9692868,547,98,262,,0
1233,966,0,0,,0.5
227,110,0,0,,0.395
111124,129,5,12,,0.166666667
1991,1234,1,1,,0.54
5310,2549,7,7,,0.333333333
369,382,0,0,,0.1
9215,1508,4,11,,0
837,1065,0,0,,0.55
52,254,0,1,,0
471,843,0,0,,0
1146,2033,0,3,,0
313,500,0,0,,0.5
452,340,0,2,,0.5
12,181,0,0,,0
11775,11611,0,1,,0
676,2568,0,0,,0.033333333
837,1065,0,0,,0.5
60,109,0,2,,0.1
38,26,0,0,,0.7
8373,5276,13,43,,0.2
477,567,0,0,,0
676,2568,0,0,,0.033333333
8050,7418,7,15,,1
7033,4471,0,0,,0
0,28,0,0,,0.5
676,2568,0,1,,0.033333333
329,333,0,0,,1
676,2568,0,0,,0.033333333
1,58,0,0,,0
676,2568,0,0,,0.033333333
67,190,0,0,,0.4
94,267,0,0,,0.625
7,35,0,0,,1
1146,1235,0,4,,0
108,222,0,0,,0.9
536,989,0,5,,0
67,190,0,0,,0.1
289,467,0,0,,0
2233,2116,0,3,,0.5
1437,2457,0,0,,0
4819,2327,4,19,,0
257780,58711,7,22,,0
368,399,1,5,,0.8
103,2,0,2,,0.333333333
2216,301,4,13,,0.141666667
10,92,0,0,,0
1000,3510,0,0,,1
25,114,0,1,,0.1
6,101,0,0,,0.4
19439,1173,65,163,,0.4
18125,15078,2,8,,0
51,237,0,0,,0
107,177,1,1,,0
204,356,0,1,,0.1
676,2568,0,0,,0.033333333
259,1261,0,0,,0.55
93495,112,899,2670,,0
96,176,0,0,,0.4
16613,18179,0,0,,0.4
1973,2006,3,5,,0.427777778
219,856,0,0,,0.066666667
476,270,0,1,,1
19387,1713,5,10,,0
321,471,0,0,,0.527272727
429,783,0,0,,0
90,312,0,0,,0
3315,2314,0,0,,0.5
676,2568,0,0,,0.033333333
7564,4151,5,6,,0.55
216,562,0,0,,0
1936,674,0,5,,0.2
3975,5000,0,0,,0.375
676,2568,0,0,,0.033333333
685,960,0,0,,0.066666667
2,75,0,0,,1
1747,898,2,3,,0.4
1174,990,0,0,,0.1
109,68,0,0,,0
2007,4307,0,0,,0
3469,381,0,0,,0.4
290,689,0,1,,0
12642,3864,4,10,,0
45907,447,6,54,,0
26,163,0,0,,0.761111111
1073,446,0,0,,0
2,25,0,0,,0
2378,2725,0,0,,0.066666667
682,63,0,5,,0
124105,124080,21,82,,0.4
72,150,0,0,,0.395
260,501,0,2,,0.1
4449,4991,0,0,,0
6279,6614,0,0,,0.5
272,1903,0,0,,0.3
105968,2446,0,7,,0
994,989,0,0,,0
1587,743,0,0,,0.25
623,662,0,0,,0
282,757,0,0,,0
37,184,0,0,,0
1082,1510,0,0,,0.544444444
877,246,2,4,,0
1090,2051,0,0,,0
1212,187,9,32,,1
36,543,1,2,,0.066666667
1197,3110,0,0,,0
2216,301,1,10,,0.2125
116647,485,0,7,,0.395
38673,417,1,4,,0
43,1,0,0,,0.395
110,106,0,0,,0.7
1929,2106,0,0,,0.066666667
7677,9205,0,1,,0
194,161,2,10,,0.25
328,583,0,0,,0.9
34927,5236,3,1,,0
827,719,1,0,,0
407,290,24,54,,0.15
355,343,0,1,,0
11,155,0,0,,0.2
3,123,0,0,,0.5
3435,5002,0,4,,0.4125
234,129,0,1,,0
14117,14292,0,1,,0
355,932,0,0,,0.55
1,17,0,0,,0
5118,3691,0,1,,0.527272727
378400,159,2,5,,0
1498,3510,0,0,,0.525
1227,2704,0,8,,0.1
2219,252,0,1,,0
1148,1457,8,20,,0
43,266,0,0,,0.275
1,1,0,0,,1
587,457,0,0,,0
16,22,0,0,,0
2827,2787,0,1,,0.541666667
616,547,0,0,,0.395
236,367,0,2,,0.066666667
36,227,0,0,,0.535714286
9186,750,3,9,,0.4
1944,1900,9,18,,0.333333333
221,380,0,0,,0.55
1048,158,0,0,,0.55
3824,1725,1,1,,0
619,1374,0,0,,0.3
105968,2446,2,7,,0
368,185,1,0,,0
1474,1442,0,0,,0
14,24,0,0,,1
54,135,0,0,,0.357142857
118555,992,20,60,,0
41,228,0,0,,0
11178,3023,61,330,,0.854545455
282,1072,1,2,,0.395
1540,1653,0,0,,0.6
1651,938,0,0,,0
3324,4331,0,0,,0.5
3020,3298,0,0,,0.251515152
578,1054,0,0,,0.066666667
8783,8822,2,4,,0
3890,515,0,3,,0.5
3,51,0,0,,0.6
232,231,0,12,,0.05
29,117,0,0,,1
291,421,0,0,,0
10581,10653,1,0,,0
6513,6948,0,1,,0.5
798,1294,0,2,,0
1309,4998,0,0,,0
673743,8055,3,15,,0.066666667
5849,2138,1,0,,0.066666667
1195,2547,0,0,,0.395
1824,5001,0,1,,0.2
651,544,0,1,,0.4
9326,4874,0,0,,0.59375
8479,7096,2,4,,0.9
500,1456,1,1,,0
242902,2762,136,458,,0
14591,14202,4,5,,0
80806,664,5,5,,0.9
887,333,0,0,,0.25
14400,8530,0,8,,0
99,129,0,0,,0
79,196,0,0,,1
11524,10775,0,0,,0.5
3662,4133,0,0,,0.5
313,323,0,1,,0.5
0,50,0,0,,0
1515,3919,0,1,,0.55
220,464,1,0,,0
556,507,0,0,,1
450,409,0,0,,0
18628,20174,0,0,,0.75
58607,272,2,4,,0.066666667
5706,5408,0,0,,0.5
3310,4952,0,0,,0.066666667
14,9,0,0,,0.395
38,364,0,0,,0.3
55139,510,0,0,,0.395
24,92,0,0,,0.916666667
217,102,0,0,,0.4
57,77,0,0,,0.066666667
30,156,0,0,,0.066666667
30,156,0,0,,0.066666667
1416,2731,0,0,,0.55
168318,599,158,334,,0
2753,5000,0,7,,0.5
297,825,0,0,,0.066666667
1771,67,0,0,,0.3
944,1405,1,3,,0.395
330,1067,0,0,,0.066666667
269,660,0,0,,0.395
1679,764,0,1,,0
20,8,0,1,,0.6
133292,771,0,2,,0.066666667
71,221,0,0,,0.066666667
1115,1278,0,0,,0.2
7200,7688,1,3,,0
6916,2884,10,17,,0.55
2277,1343,0,0,,0.372222222
816,2983,0,1,,0.535714286
5502,4536,0,0,,0
12,213,0,0,,0
2255,366,0,0,,0.35
561,172,1,1,,0.8
346,538,0,1,,0
2925,4838,0,0,,0.066666667
5143,1526,0,1,,0.395
11144,512,3,0,,0.066666667
2534,1612,0,0,,0.37
3265,2917,4,3,,0.5
106363,2204,2,9,,0.066666667
40544,2581,2,1,,0.066666667
670,399,0,1,,0.6
20925,1717,1,4,,0.55
46,398,0,0,,0.3
1490,1051,0,2,,0.066666667
25,22,0,0,,0.066666667
118069,3705,3,18,,0.066666667
27,205,0,0,,0.5
1101,1028,0,0,,1
43,385,0,0,,0.7
1099,4885,0,0,,0.083333333
17477,500,6,14,,0
13473,3310,1,3,,0.066666667
47384,37665,18,25,,0
126637,2453,0,3,,0
851,240,0,0,,0
10,11,0,0,,0
345,23,0,1,,0
74,150,0,1,,0.791666667
310,5003,0,2,,0
142229,846,4,7,,0.066666667
133542,9,0,6,,0.395
1603,566,0,0,,0
12514,531,0,0,,0
8810,5616,0,0,,0
229,1083,0,0,,0.525
180,335,0,0,,0
68432,345,3,10,,0.066666667
125,1121,0,0,,0.275
47,177,0,0,,0.4
8748,6034,0,1,,0.1625
213,2,0,0,,0
16655,2001,138,325,,0
4,15,0,0,,0
328,1910,0,0,,0.395
328,1281,0,0,,0.65
1442,2446,0,0,,0
90061,2778,67,162,,0
275,685,0,0,,0.658928571
1564,2012,0,0,,0.191666667
44451,1942,0,4,,0.5
310,5003,1,1,,0.75
4477,4981,0,0,,0
4613,4706,10,35,,0
48,23,0,0,,0
1940,4993,1,2,,0.454545455
123,178,0,0,,0
4185,177,0,0,,0.125
723,1352,8,10,,0.291666667
1446,4999,1,0,,0.75
454,1350,0,0,,0.395
6650,3850,3,6,,0.55
210,308,0,1,,0.4
9,124,0,0,,0.857142857
154,265,0,0,,0.516666667
0,60,0,0,,0.35
15030,4494,47,55,,0
1987,2585,0,0,,0.5
143,273,0,0,,0.395
8132,2139,7,5,,0
0,2,0,0,,0.5
9737,2268,5,5,,0.288888889
151660,4917,14,48,,0
32,37,0,2,,0.25
413508,2377,3,14,,0
1181929,7152,1925,8309,,0.166666667
80,198,0,0,,0.125
89788,391,76,1043,,0.411111111
151,512,0,0,,0.4
291,567,0,0,,0.65
3272,4040,3,7,,0
521,3816,0,2,,0.55
6214,4396,0,6,,0.333333333
941,655,2,2,,0.330952381
173938,2842,459,1276,,0.346666667
845,1295,0,0,,0.395
75,830,0,0,,0.4
23214,2406,488,1993,,0
537,1023,0,1,,1
4516,4564,73,96,,0.694444444
523,634,0,0,,0.533333333
1099,43,0,0,,0
13739,1917,5,7,,0.233333333
11,100,0,0,,0.4
18942,15163,0,0,,0
745,61,0,16,,0.54
2488,2309,8,8,,0.4
0,56,0,0,,0.4
103086,20697,57,419,,0.5
430,382,0,0,,0.3
1715,1860,1,2,,0.4
16,31,34,58,,1
102,976,0,0,,0.55
0,0,0,0,,0.395
13566,1702,2,7,,0
3465,4984,0,0,,0
22641,927,1,1,,0.75
669,2037,0,2,,0.388888889
29484,5336,13,34,,0
3536,5001,0,1,,0
6980,7598,0,0,,0.3
462,1129,0,0,,0.3
642,795,0,0,,0.527272727
301,310,0,0,,0
2760,4110,0,1,,0.214285714
22029,21571,65,93,,0.175
3753,3882,0,0,,0
1448,2001,0,0,,0.083333333
7256,5950,0,0,,0.5
2885,1910,1,0,,0
361,692,0,0,,0.833333333
34,30,0,0,,0.25
2250,4982,1,4,,0
0,0,0,0,,0.395
28,621,0,0,,0.527272727
936,999,0,5,,0.8
88932747,51,51719,230729,,0.395
5680,5921,0,0,,0
3753,3882,0,2,,0
5870,1000,0,2,,1
4,49,0,0,,0
15201,15328,2,7,,0.575
2595,4059,0,0,,0
358,672,0,0,,0.6
16483,16830,0,0,,0
176481,11026,0,4,,0.2
536,697,1,2,,0.694444444
290,897,0,0,,1
507,956,0,1,,0
2173,4975,0,0,,0
0,14,0,0,,1
194,566,1,1,,0.095833333
36133,38579,1,3,,0
409,1627,0,0,,0
18369,18540,0,0,,0
2975,951,0,2,,0.675
100,243,0,0,,0
9947,253,0,1,,0
101,431,0,0,,0.502380952
15830,5403,2,5,,0
4,65,0,0,,0
6681,536,0,1,,0.458333333
501,442,0,5,,0
19,238,0,0,,0.7
213,481,0,0,,0
314,469,5,29,,0.5
8,90,0,0,,0.9
887,2451,0,0,,0
1964,2740,1,1,,0.5
55,54,2,2,,0
222,131,0,0,,0.8
153,573,0,0,,0.65
62,27,0,0,,0.2
1910,1306,0,0,,0.3
597,334,1,1,,0.507936508
4827,258,0,0,,0.2
208,425,0,0,,0.9
60,868,0,0,,0
2333,3684,1,0,,0
3465,4984,1,1,,0.125
22,232,0,0,,0.4
3254,3511,0,0,,0
16361,4525,0,0,,0
126,28,0,1,,0
21517,96,0,0,,0
126,28,0,0,,0
1572,2552,0,0,,0.7
0,29,0,0,,0.5
372,1039,0,0,,0.066666667
53,140,0,0,,1
5502,5662,1,1,,0.5
4416,4694,0,0,,0.122222222
330,1530,0,0,,0.55
113,61,0,0,,0.6
238,335,1,2,,0
84,454,0,0,,0.45
65,57,0,0,,0.4
4,38,0,0,,0.5
10,52,0,0,,0.4
91,354,0,0,,0.4
434,606,0,0,,0.25
8836,9656,0,1,,0
4,44,0,0,,0.55
1,0,0,0,,0.611111111
28,82,0,0,,0.55
167,172,0,0,,0
137,410,0,1,,0.2
129,529,0,0,,0.9
19,73,1,4,,0.25
7699,2057,2,1,,1
256923,592,3,9,,0.477272727
15986,7618,29,97,,0.433333333
8111,7944,1,0,,0.5875
39,182,0,0,,0
109542,148,7,18,,0
193,206,0,0,,0.4
1104,1921,0,2,,0.375
3058,646,0,0,,0.4125
1,12,0,0,,0
107,259,0,0,,0
5114,5596,0,0,,0
68,239,0,0,,0.454545455
688,4982,0,0,,0
1886,460,0,0,,0
1265,991,1,2,,0
24895,2053,43,84,,0.513636364
84,378,0,0,,0.727272727
14482,4522,208,406,,0.483333333
146,877,0,0,,0
19052,20860,1,2,,0
1714,2452,2,1,,0.45
161,243,0,0,,0
173,987,0,0,,1
109,180,0,0,,0.5
22071,15510,0,0,,0
4,29,0,1,,0.9
2387,483,0,19,,0.5
231879,762,2,7,,0
302,164,0,0,,0.65
13511,13604,0,1,,0.9
2184,2958,0,5,,0
3838,1274,0,2,,0
767,1548,10,53,,0.1
137,741,1,1,,0
0,10,0,0,,0
252,372,0,0,,0.633333333
167,210,0,1,,0.944444444
22518,20732,1,1,,0
97980,95332,0,0,,0.9
347,2755,1,1,,0.666666667
3051,4947,0,0,,0.65
7281,7312,1,4,,0
1613,1733,0,0,,0
306,1502,0,0,,0
9564,9863,0,0,,0.3
2147,2822,0,1,,0
285,234,0,0,,0.066666667
60379,295,0,1,,0.567857143
9,15,0,0,,0
472,602,0,1,,0.383333333
204,323,0,1,,0.55
351,485,0,2,,0.454545455
5,6,0,0,,0
5,25,0,0,,0.4
81,573,0,0,,0
268,308,0,0,,1
13841,14236,5,2,,0
181,1310,0,0,,0
246,121,0,0,,0
25,135,0,0,,0.4
2792,4999,0,7,,0.2
2792,4999,0,3,,0.2
311,655,0,0,,0.5
43,156,0,0,,0
2753,4999,0,0,,0.6
21069,7196,10,63,,0
48,594,0,0,,0
44,269,0,0,,0.520833333
511,763,0,0,,0.333333333
885,1113,0,0,,0.351515152
68,189,0,0,,0.5
0,53,0,0,,0
3941,4238,0,1,,0
1899,1956,0,1,,0.427272727
0,15,0,0,,0.35
70943,4279,10,42,,0.366666667
140,2728,0,0,,1
173,318,0,0,,0
32,43,0,0,,0.5
35264,35388,2,4,,0
3438989,762,15,50,,0
23646,12080,5,13,,0.454545455
31,46,0,0,,0
117,93,0,0,,0
738,141,0,9,,0.425
682,827,0,0,,0.409722222
138,629,0,1,,0.466666667
42,171,0,1,,0.6875
4464,3764,5,21,,0.75462963
470,277,0,1,,0
3909,568,0,1,,0.9
10,58,0,0,,0
6323,890,0,1,,0
33,13,0,0,,0.436666667
23659,10318,0,0,,0.8
1058,512,0,0,,0.4
11293,12028,1,3,,0.6875
612,335,0,3,,0.454545455
1173,1087,1,0,,0
6,1,0,0,,0
26344,10411,75,119,,0.119047619
443,548,0,0,,0
1085,35,0,0,,0
320,627,0,0,,0
3581,4045,0,0,,0.65
254,272,0,2,,0
2,1,0,0,,0
476115,4873,76,302,,1
9513,9382,0,0,,0
195,360,0,0,,0.5
185,834,0,0,,0
9261,8571,3,2,,0
5142,5007,0,8,,0.48
2505,2563,0,1,,1
1524,2067,0,2,,0.5
143,66,1,0,,0.125
306,1168,0,0,,0.5
99,709,0,0,,0
521,1647,0,0,,0.5
9583,8959,1,2,,0.5875
1252,4977,0,0,,0
1639,4568,2,4,,0.428571429
222,1649,0,0,,0.5875
2283,3007,0,0,,1
107,153,0,0,,0
375,194,0,0,,0.9
9325,10236,0,0,,0
3,35,0,0,,0.55
550,835,0,0,,0
56,313,0,0,,0
535,1645,0,0,,0
6245,4984,0,0,,0.454545455
463,1571,0,0,,0.7
22,22,0,0,,0.55
94,112,0,6,,0.4
204,917,0,0,,0.7
10324,2275,0,0,,0.6
36,107,0,0,,0.2
860,795,0,0,,0
0,16,1,0,,0.5
74786,5052,8,14,,0.603571429
3639,5000,0,1,,0.125
20508,22583,0,0,,0
6563,1222,0,1,,0.033333333
16,102,0,0,,0
18613,7026,1,0,,0
3928,4995,0,0,,0.516666667
142,314,0,0,,0.4
17713,15544,2,4,,0.545454545
374,91,0,1,,0.45
1976,2002,0,0,,1
3148481,354,24,85,,0
6556,735,0,0,,0.4
239,820,0,0,,0.694444444
12,56,0,1,,0
877,1091,0,8,,0.4
2660,3482,0,0,,0
10579,3664,0,4,,0
8,6,0,0,,0.691666667
260,239,0,3,,0.45
5524,460,0,1,,0
1197,3110,1,1,,0
147,1067,0,0,,0
1690,1405,0,0,,0.4
445,2,0,0,,0.5
29889,2000,27,44,,0
176,226,0,0,,0
915,1726,2,7,,0.552380952
4349,4994,0,1,,0
1945,125,0,3,,0.133333333
6194,4623,0,0,,0
11,124,0,0,,0.161111111
743,175,0,4,,0
506,1,1,0,,0.5
6194,4623,0,0,,0
744,1725,0,0,,0
6194,4623,0,0,,0
3947,4982,0,0,,0.375
1104,1082,0,0,,0
144,246,0,0,,0.2
6194,4623,0,0,,0
50415,38516,9,15,,0.5
6599,1337,5,10,,0.4
4,35,0,0,,1
826,637,0,1,,0
6194,4623,0,0,,0
6194,4623,0,0,,0
456,174,0,0,,0
6194,4623,0,0,,0
803,165,3,10,,0.35
303,383,0,1,,0.4
53156,8854,2,5,,0
6194,4623,0,0,,0
282301,1773,4394,12847,,0
6194,4623,0,0,,0
17,150,0,0,,0.611111111
8228,8209,0,0,,0.5875
300,23,0,0,,0
1,28,0,0,,0
56752,2134,2,1,,0.2
277,1035,0,0,,0
302,340,0,0,,0
18,99,0,0,,0
1083,2113,0,1,,0.5
187,493,0,0,,0.65
34445,166,2,2,,0
111,285,0,0,,0.65
6039,5222,0,0,,0.5875
2048,5002,0,1,,0.85
69991,2035,26,75,,0.4
3480,2245,1,1,,0.5
345,1039,0,0,,0
2884,1095,0,0,,0.5
6194,4623,0,0,,0
550,1139,0,2,,0
300,23,0,0,,0
181,73,0,1,,0.4
8953,6486,2,13,,0.5
300,23,0,0,,0
97,244,0,0,,0
300,23,1,1,,0
12003,8584,0,1,,0
7,51,2,4,,0.5
104,1271,0,0,,0
1290,1277,3,8,,0
53439,445,6,8,,1
186,690,0,0,,0
380,1086,0,0,,0
55,82,0,0,,0.5
1013290,335,26,59,,0
31089,3001,0,13,,0.533333333
22,238,0,1,,0.454545455
3220,5000,0,0,,0
1,0,0,0,,1
612,541,0,0,,0.9
21887,573,1,0,,0
493,815,0,0,,0
3767,4997,0,0,,0
23,166,0,1,,0.55
65,573,0,0,,0
327,248,0,0,,0.55
26,51,0,1,,0.5
64,56,0,0,,0
2458,2485,0,1,,0
63,87,0,1,,0.425
251,250,1,3,,0.4
675,1060,0,1,,0.125
15061,8969,0,1,,0.5
554,236,4,40,,0
1491,5001,1,1,,0.4
42384,723,82,256,,0
19,169,0,0,,0
1,8,0,0,,0
562,535,0,1,,0
6692,3720,0,0,,0
132,414,0,0,,0
330,855,0,0,,0.416666667
5,171,0,0,,0.4
8987,2457,4,5,,0
608,596,0,0,,0.5
2299,5003,0,2,,0.428571429
14981,696,1,4,,0
385,210,0,5,,0
933,1415,0,0,,0.408333333
21403,13073,0,1,,0
2696,2997,2,7,,0.5
1174,3,0,0,,0.355555556
11680,11748,0,1,,0.5
12,61,0,0,,0
24,58,0,0,,0
785,171,0,0,,0
24,58,0,0,,0
326,526,0,1,,0
1,14,0,0,,0
2670,2697,3,10,,0
21,17,0,0,,0
185,230,2,2,,0
2759,4931,1,3,,0.666666667
8,214,0,0,,0.377272727
19413,2161,1,8,,0.265
34,47,0,0,,0.5
12088,858,84,316,,0.5
14460,1129,29,89,,0.35
1,3,0,0,,0
211,475,0,0,,0
182117,808,0,14,,0.477272727
38324,477,0,0,,0.5
5,92,0,0,,0
3838,5000,2,2,,0
229,187,1,0,,0.35
71,340,0,0,,0.083333333
14,83,0,0,,0
131,878,0,0,,0.45
51066688,1104,126,1218,,0.567857143
100,135,0,0,,0.251851852
18185,18822,0,0,,0.4
1750,1714,0,6,,0.416666667
744,999,0,1,,0
60,265,0,0,,0
84,135,0,0,,0.54
2732,2907,0,0,,0
24038,25789,157,240,,0
428,361,0,0,,0.4375
298,439,1,7,,0
495,885,0,0,,0
230,416,0,0,,1
140,185,0,0,,0
71,276,0,0,,0.535714286
476,530,0,0,,0.3125
2,137,0,0,,0
36,228,0,0,,1
4192,4999,0,3,,0.1
195,603,0,1,,0
5891,6060,4,26,,0.7
13401,14063,2,3,,0.666666667
129,371,0,0,,0.55
1783,1295,1,10,,0.4
2,33,0,0,,0
4,20,0,0,,0
80,80,0,1,,0.8
297,4268,0,0,,0
17,42,0,0,,0
242,278,0,0,,0.75
848,439,0,0,,0
94,19,0,1,,0
102604,1034,5,44,,0.625
39,638,0,0,,0.5
111,633,0,0,,0
5584,5764,0,1,,0
487258,496,4,8,,0
213,467,0,0,,0
449,335,0,0,,0.5
104,665,0,1,,0.5
4,217,0,1,,0.5
5138,827,8,9,,0.5
46,351,0,0,,0
256959,468,17,77,,0.477272727
3560,3235,0,0,,0.3
8281,3886,0,1,,1
57281,48628,1,1,,0
143,136,0,3,,0
118,293,0,1,,0.5
1888,2020,0,1,,0.735714286
10,98,0,0,,0
2407,2827,3,7,,0.3
20,109,0,0,,0.2625
1085,1630,0,1,,0
2,24,0,0,,0.55
104,131,0,0,,0.416666667
148921,49,4,49,,0
89,137,0,1,,0.4
35,145,0,0,,0.5625
1293,1392,0,0,,0.6
182,140,0,0,,0.25
0,19,0,0,,0.55
788,245,0,0,,0.4
9149,428,0,0,,0.633333333
24,179,0,0,,0
4323,157,5,32,,1
1655,4588,0,0,,0.5
249,510,0,0,,0
